table_id,row_id,_b_state_or_location_and_institution_b_full_path,_b_state_or_location_and_institution_b_level_1,_b_state_or_location_and_institution_b_level_2,_b_state_or_location_and_institution_b_level_3,_b_state_or_location_and_institution_b_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics_,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
4644,r242,All institutions -> Missouri,All institutions,Missouri,,2,960,240,15,175,50,107,53,24,30,55,26,29,149,87,11,14,17,6,14,182,6,25,21,11,22,2,9,23,63
4644,r243,All institutions -> Missouri -> Concordia Seminary,All institutions,Missouri,Concordia Seminary,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r244,All institutions -> Missouri -> Midwestern Baptist Theological Seminary,All institutions,Missouri,Midwestern Baptist Theological Seminary,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r245,All institutions -> Missouri -> Missouri U. of Science and Technology,All institutions,Missouri,Missouri U. of Science and Technology,3,117,0,0,0,0,23,13,9,1,10,4,6,0,0,0,0,0,0,0,84,5,0,9,5,15,0,5,8,37
4644,r246,All institutions -> Missouri -> Saint Louis U.,All institutions,Missouri,Saint Louis U.,3,118,36,0,23,13,12,7,5,0,2,0,2,21,18,0,0,0,0,3,4,1,1,0,1,0,0,0,1,0
4644,r247,"All institutions -> Missouri -> U. Missouri, Columbia",All institutions,Missouri,"U. Missouri, Columbia",3,287,76,14,47,15,21,10,3,8,19,11,8,51,30,2,1,7,5,6,45,0,7,2,4,0,2,2,12,16
4644,r248,"All institutions -> Missouri -> U. Missouri, Kansas City",All institutions,Missouri,"U. Missouri, Kansas City",3,62,15,0,1,14,8,3,3,2,5,2,3,15,9,0,4,1,1,0,6,0,0,0,1,3,0,0,0,2
4644,r249,"All institutions -> Missouri -> U. Missouri, Saint Louis",All institutions,Missouri,"U. Missouri, Saint Louis",3,51,10,0,6,4,7,5,0,2,4,1,3,18,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
4644,r250,"All institutions -> Missouri -> Washington U., Saint Louis",All institutions,Missouri,"Washington U., Saint Louis",3,289,103,1,98,4,36,15,4,17,15,8,7,44,15,9,9,7,0,4,43,0,17,10,0,4,0,2,2,8
4644,r251,All institutions -> Montana,All institutions,Montana,,2,120,49,8,39,2,19,8,5,6,10,3,7,20,8,5,0,0,0,7,5,0,0,1,0,0,1,3,0,0
4644,r252,"All institutions -> Montana -> Montana State U., Bozeman",All institutions,Montana,"Montana State U., Bozeman",3,69,29,2,26,1,16,6,4,6,6,3,3,6,0,0,0,0,0,6,3,0,0,1,0,0,1,1,0,0
4644,r253,All institutions -> Montana -> Montana Tech of U. Montana,All institutions,Montana,Montana Tech of U. Montana,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4644,r254,"All institutions -> Montana -> U. Montana, Missoula",All institutions,Montana,"U. Montana, Missoula",3,50,20,6,13,1,3,2,1,0,4,0,4,14,8,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4644,r255,All institutions -> Nebraska,All institutions,Nebraska,,2,361,125,32,70,23,28,14,5,9,19,7,12,67,46,0,4,3,2,12,57,0,7,5,5,8,1,5,7,19
4644,r256,All institutions -> Nebraska -> Creighton U.,All institutions,Nebraska,Creighton U.,3,9,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r257,"All institutions -> Nebraska -> U. Nebraska, Lincoln",All institutions,Nebraska,"U. Nebraska, Lincoln",3,268,61,32,24,5,27,13,5,9,17,5,12,45,27,0,4,3,2,9,56,0,6,5,5,8,1,5,7,19
4644,r258,"All institutions -> Nebraska -> U. Nebraska, Medical Center",All institutions,Nebraska,"U. Nebraska, Medical Center",3,64,51,0,35,16,1,1,0,0,0,0,0,11,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4644,r259,"All institutions -> Nebraska -> U. Nebraska, Omaha",All institutions,Nebraska,"U. Nebraska, Omaha",3,20,4,0,3,1,0,0,0,0,2,2,0,11,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4644,r260,All institutions -> Nevada,All institutions,Nevada,,2,251,43,3,22,18,30,12,16,2,16,11,5,56,25,8,2,7,4,10,45,0,1,1,12,9,0,4,9,9
4644,r261,"All institutions -> Nevada -> U. Nevada, Las Vegas",All institutions,Nevada,"U. Nevada, Las Vegas",3,140,23,0,8,15,11,6,3,2,9,4,5,33,11,5,0,6,4,7,21,0,0,0,7,5,0,1,7,1
4644,r262,"All institutions -> Nevada -> U. Nevada, Reno",All institutions,Nevada,"U. Nevada, Reno",3,111,20,3,14,3,19,6,13,0,7,7,0,23,14,3,2,1,0,3,24,0,1,1,5,4,0,3,2,8
4644,r263,All institutions -> New Hampshire,All institutions,New Hampshire,,2,198,81,24,54,3,26,6,6,14,24,13,11,21,11,0,4,0,4,2,33,0,5,0,3,0,0,6,4,15
4644,r264,"All institutions -> New Hampshire -> Antioch U., Keene",All institutions,New Hampshire,"Antioch U., Keene",3,16,12,10,2,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r265,All institutions -> New Hampshire -> Dartmouth C.,All institutions,New Hampshire,Dartmouth C.,3,108,50,2,45,3,9,1,2,6,19,11,8,8,7,0,0,0,0,1,22,0,4,0,0,0,0,5,1,12
4644,r266,All institutions -> New Hampshire -> Southern New Hampshire U.,All institutions,New Hampshire,Southern New Hampshire U.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r267,"All institutions -> New Hampshire -> U. New Hampshire, Durham",All institutions,New Hampshire,"U. New Hampshire, Durham",3,70,19,12,7,0,17,5,4,8,5,2,3,9,1,0,3,0,4,1,11,0,1,0,3,0,0,1,3,3
4644,r268,All institutions -> New Jersey,All institutions,New Jersey,,2,991,179,18,131,30,117,46,24,47,95,45,50,164,54,5,21,32,13,39,176,6,25,18,12,36,2,12,26,39
4644,r269,All institutions -> New Jersey -> Caldwell U.,All institutions,New Jersey,Caldwell U.,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r270,All institutions -> New Jersey -> Drew U.,All institutions,New Jersey,Drew U.,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r271,"All institutions -> New Jersey -> Fairleigh Dickinson U., Teaneck",All institutions,New Jersey,"Fairleigh Dickinson U., Teaneck",3,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r272,All institutions -> New Jersey -> Montclair State U.,All institutions,New Jersey,Montclair State U.,3,30,3,3,0,0,0,0,0,0,0,0,0,11,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4644,r273,All institutions -> New Jersey -> New Jersey Institute of Technology,All institutions,New Jersey,New Jersey Institute of Technology,3,54,6,2,4,0,3,1,0,2,10,5,5,2,0,0,0,0,0,2,32,0,7,6,4,8,0,2,2,3
4644,r274,All institutions -> New Jersey -> Princeton Theological Seminary,All institutions,New Jersey,Princeton Theological Seminary,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r275,All institutions -> New Jersey -> Princeton U.,All institutions,New Jersey,Princeton U.,3,318,32,1,31,0,60,20,14,26,43,18,25,66,8,4,10,25,7,12,45,4,1,4,4,11,0,0,11,10
4644,r276,All institutions -> New Jersey -> Rowan U.,All institutions,New Jersey,Rowan U.,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r277,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, Camden",All institutions,New Jersey,"Rutgers, State U. New Jersey, Camden",3,10,4,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r278,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, New Brunswick",All institutions,New Jersey,"Rutgers, State U. New Jersey, New Brunswick",3,395,98,10,75,13,37,12,10,15,33,18,15,52,15,1,10,6,6,14,66,2,11,6,4,12,2,4,9,16
4644,r279,"All institutions -> New Jersey -> Rutgers, State U. New Jersey, Newark",All institutions,New Jersey,"Rutgers, State U. New Jersey, Newark",3,61,15,2,8,5,8,8,0,0,0,0,0,12,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0
4644,r280,All institutions -> New Jersey -> Seton Hall U.,All institutions,New Jersey,Seton Hall U.,3,37,15,0,3,12,2,2,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4644,r281,All institutions -> New Jersey -> Stevens Institute of Technology,All institutions,New Jersey,Stevens Institute of Technology,3,54,2,0,2,0,7,3,0,4,9,4,5,0,0,0,0,0,0,0,31,0,6,2,0,5,0,5,4,9
4644,r282,All institutions -> New Mexico,All institutions,New Mexico,,2,300,42,7,27,8,40,8,7,25,19,15,4,56,19,12,7,3,0,15,49,0,3,5,7,8,1,2,8,15
4644,r283,All institutions -> New Mexico -> New Mexico Institute of Mining and Technology,All institutions,New Mexico,New Mexico Institute of Mining and Technology,3,11,1,0,1,0,5,3,1,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
4644,r284,"All institutions -> New Mexico -> New Mexico State U., Las Cruces",All institutions,New Mexico,"New Mexico State U., Las Cruces",3,101,16,7,6,3,4,0,2,2,8,5,3,8,8,0,0,0,0,0,14,0,0,3,2,3,1,0,3,2
4644,r285,"All institutions -> New Mexico -> U. New Mexico, Albuquerque",All institutions,New Mexico,"U. New Mexico, Albuquerque",3,188,25,0,20,5,31,5,4,22,8,7,1,48,11,12,7,3,0,15,33,0,3,2,5,5,0,1,5,12
4644,r286,All institutions -> New York,All institutions,New York,,2,4168,904,68,731,105,443,176,82,185,341,197,144,814,353,45,138,59,76,143,597,15,80,69,34,120,19,46,91,123
4644,r287,All institutions -> New York -> Adelphi U.,All institutions,New York,Adelphi U.,3,25,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r288,All institutions -> New York -> Albany Medical C.,All institutions,New York,Albany Medical C.,3,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r289,All institutions -> New York -> Albert Einstein College of Medicine ,All institutions,New York,Albert Einstein College of Medicine ,3,32,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r290,All institutions -> New York -> Alfred U.,All institutions,New York,Alfred U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4644,r291,All institutions -> New York -> Bard C.,All institutions,New York,Bard C.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r292,All institutions -> New York -> Clarkson U.,All institutions,New York,Clarkson U.,3,22,4,2,2,0,3,1,0,2,3,0,3,0,0,0,0,0,0,0,12,0,0,1,1,3,0,2,5,0
4644,r293,All institutions -> New York -> Cold Spring Harbor Laboratory,All institutions,New York,Cold Spring Harbor Laboratory,3,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r294,All institutions -> New York -> Columbia U. in the City of New York,All institutions,New York,Columbia U. in the City of New York,3,673,123,3,106,14,78,29,22,27,47,20,27,112,36,8,31,15,13,9,97,0,16,9,7,26,0,2,9,28
4644,r295,"All institutions -> New York -> Columbia U., Teachers C.",All institutions,New York,"Columbia U., Teachers C.",3,93,6,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
4644,r296,All institutions -> New York -> Cornell U.,All institutions,New York,Cornell U.,3,514,139,46,93,0,73,22,8,43,47,29,18,69,13,4,25,3,8,16,115,4,19,21,1,14,0,11,19,26
4644,r297,"All institutions -> New York -> Cornell U., Weill Cornell Medical College",All institutions,New York,"Cornell U., Weill Cornell Medical College",3,60,55,0,54,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r298,"All institutions -> New York -> CUNY, City C.",All institutions,New York,"CUNY, City C.",3,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,5,9,6,1,0,0,2,6
4644,r299,"All institutions -> New York -> CUNY, Graduate Center",All institutions,New York,"CUNY, Graduate Center",3,394,58,5,43,10,31,9,6,16,21,6,15,127,59,11,15,6,10,26,1,0,0,0,0,0,0,1,0,0
4644,r300,All institutions -> New York -> Elmezzi Graduate School of Molecular Medicine,All institutions,New York,Elmezzi Graduate School of Molecular Medicine,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r301,All institutions -> New York -> Five Towns C.,All institutions,New York,Five Towns C.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r302,All institutions -> New York -> Fordham U.,All institutions,New York,Fordham U.,3,90,5,0,5,0,0,0,0,0,0,0,0,38,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r303,"All institutions -> New York -> Hebrew Union C.-Jewish Institute of Religion, New York City",All institutions,New York,"Hebrew Union C.-Jewish Institute of Religion, New York City",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r304,All institutions -> New York -> Hofstra U.,All institutions,New York,Hofstra U.,3,21,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r305,All institutions -> New York -> Icahn School of Medicine at Mt. Sinai,All institutions,New York,Icahn School of Medicine at Mt. Sinai,3,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r306,All institutions -> New York -> Jewish Theological Seminary of America,All institutions,New York,Jewish Theological Seminary of America,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r307,All institutions -> New York -> Juilliard School,All institutions,New York,Juilliard School,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r308,"All institutions -> New York -> Long Island U., Brooklyn",All institutions,New York,"Long Island U., Brooklyn",3,16,3,0,0,3,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r309,"All institutions -> New York -> Long Island U., Brookville",All institutions,New York,"Long Island U., Brookville",3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r310,All institutions -> New York -> Memorial Sloan Kettering Cancer Center,All institutions,New York,Memorial Sloan Kettering Cancer Center,3,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r311,All institutions -> New York -> Molloy C.,All institutions,New York,Molloy C.,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r312,All institutions -> New York -> New School,All institutions,New York,New School,3,47,0,0,0,0,0,0,0,0,0,0,0,37,10,1,8,6,10,2,0,0,0,0,0,0,0,0,0,0
4644,r313,All institutions -> New York -> New York Medical C.,All institutions,New York,New York Medical C.,3,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r314,All institutions -> New York -> New York U.,All institutions,New York,New York U.,3,411,76,0,57,19,32,16,2,14,43,29,14,80,18,10,24,11,10,7,38,0,2,4,2,20,0,2,4,4
4644,r315,All institutions -> New York -> Pace U.,All institutions,New York,Pace U.,3,13,0,0,0,0,0,0,0,0,2,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r316,"All institutions -> New York -> Rensselaer Polytechnic Institute, Troy",All institutions,New York,"Rensselaer Polytechnic Institute, Troy",3,130,5,0,5,0,16,6,1,9,22,15,7,6,2,0,0,0,0,4,66,6,5,10,0,12,1,5,13,14
4644,r317,All institutions -> New York -> Rochester Institute of Technology,All institutions,New York,Rochester Institute of Technology,3,48,19,5,14,0,7,0,0,7,9,9,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,1,1,8
4644,r318,All institutions -> New York -> Rockefeller U.,All institutions,New York,Rockefeller U.,3,30,27,0,27,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r319,"All institutions -> New York -> St. John's U., Queens",All institutions,New York,"St. John's U., Queens",3,38,12,0,3,9,1,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r320,"All institutions -> New York -> SUNY, Binghamton U.",All institutions,New York,"SUNY, Binghamton U.",3,174,14,0,6,8,12,8,1,3,15,9,6,36,8,3,2,4,10,9,50,0,3,0,0,10,11,2,13,11
4644,r321,"All institutions -> New York -> SUNY, C. of Environmental Science and Forestry",All institutions,New York,"SUNY, C. of Environmental Science and Forestry",3,20,12,6,6,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,1
4644,r322,"All institutions -> New York -> SUNY, C. of Optometry",All institutions,New York,"SUNY, C. of Optometry",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r323,"All institutions -> New York -> SUNY, Downstate Medical Center",All institutions,New York,"SUNY, Downstate Medical Center",3,11,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
4644,r324,"All institutions -> New York -> SUNY, Stony Brook U.",All institutions,New York,"SUNY, Stony Brook U.",3,287,51,0,44,7,50,16,17,17,54,28,26,45,16,1,8,2,4,14,44,0,9,0,1,9,0,15,8,2
4644,r325,"All institutions -> New York -> SUNY, U. Albany",All institutions,New York,"SUNY, U. Albany",3,142,16,0,15,1,23,10,10,3,15,9,6,46,21,2,8,1,5,9,8,0,0,0,0,0,0,2,0,6
4644,r326,"All institutions -> New York -> SUNY, U. Buffalo",All institutions,New York,"SUNY, U. Buffalo",3,358,67,1,49,17,48,25,6,17,25,21,4,59,23,1,4,1,4,26,69,3,7,11,11,8,6,2,11,10
4644,r327,"All institutions -> New York -> SUNY, Upstate Medical U.",All institutions,New York,"SUNY, Upstate Medical U.",3,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r328,All institutions -> New York -> Syracuse U.,All institutions,New York,Syracuse U.,3,138,6,0,5,1,18,6,3,9,14,9,5,40,13,4,3,6,2,12,24,2,2,2,5,5,0,0,5,3
4644,r329,All institutions -> New York -> Union Theological Seminary,All institutions,New York,Union Theological Seminary,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r330,All institutions -> New York -> U. Rochester,All institutions,New York,U. Rochester,3,207,65,0,60,5,38,16,4,18,21,9,12,25,12,0,8,4,0,1,24,0,6,1,0,12,0,1,1,3
4644,r331,All institutions -> New York -> Yeshiva U.,All institutions,New York,Yeshiva U.,3,23,0,0,0,0,0,0,0,0,1,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r332,All institutions -> North Carolina,All institutions,North Carolina,,2,1873,522,53,347,122,153,86,22,45,175,80,95,253,95,15,39,17,29,58,361,10,50,19,16,72,17,31,42,104
4644,r333,All institutions -> North Carolina -> Duke U.,All institutions,North Carolina,Duke U.,3,407,110,3,93,14,34,17,8,9,32,11,21,74,13,10,21,10,10,10,75,1,24,0,1,17,0,5,9,18
4644,r334,All institutions -> North Carolina -> East Carolina U.,All institutions,North Carolina,East Carolina U.,3,39,27,4,16,7,1,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r335,All institutions -> North Carolina -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina,North Carolina Agricultural and Technical State U.,3,55,2,1,1,0,0,0,0,0,4,3,1,6,5,0,0,0,0,1,24,0,0,0,0,7,6,1,3,7
4644,r336,All institutions -> North Carolina -> North Carolina State U.,All institutions,North Carolina,North Carolina State U.,3,533,99,40,56,3,36,19,3,14,75,28,47,43,24,0,9,0,9,1,192,9,5,19,12,41,11,20,21,54
4644,r337,All institutions -> North Carolina -> Piedmont Baptist C. and Graduate School,All institutions,North Carolina,Piedmont Baptist C. and Graduate School,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r338,All institutions -> North Carolina -> Southeastern Baptist Theological Seminary,All institutions,North Carolina,Southeastern Baptist Theological Seminary,3,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r339,"All institutions -> North Carolina -> U. North Carolina, Chapel Hill",All institutions,North Carolina,"U. North Carolina, Chapel Hill",3,556,214,4,144,66,65,41,7,17,40,23,17,84,23,5,7,7,10,32,26,0,12,0,0,0,0,4,0,10
4644,r340,"All institutions -> North Carolina -> U. North Carolina, Charlotte",All institutions,North Carolina,"U. North Carolina, Charlotte",3,111,14,1,9,4,7,1,2,4,23,15,8,16,7,0,0,0,0,9,28,0,0,0,3,7,0,0,9,9
4644,r341,"All institutions -> North Carolina -> U. North Carolina, Greensboro",All institutions,North Carolina,"U. North Carolina, Greensboro",3,115,39,0,12,27,4,4,0,0,1,0,1,22,16,0,2,0,0,4,7,0,0,0,0,0,0,1,0,6
4644,r342,"All institutions -> North Carolina -> U. North Carolina, Wilmington",All institutions,North Carolina,"U. North Carolina, Wilmington",3,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,r343,All institutions -> North Carolina -> Wake Forest U.,All institutions,North Carolina,Wake Forest U.,3,30,17,0,16,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0
4644,r344,All institutions -> North Dakota,All institutions,North Dakota,,2,189,58,19,29,10,16,10,2,4,13,9,4,18,17,0,0,0,0,1,47,2,0,2,7,6,4,3,2,21
4644,r345,All institutions -> North Dakota -> North Dakota State U.,All institutions,North Dakota,North Dakota State U.,3,118,42,19,16,7,9,7,0,2,12,8,4,8,8,0,0,0,0,0,32,0,0,0,6,4,4,3,2,13
4644,r346,All institutions -> North Dakota -> U. North Dakota,All institutions,North Dakota,U. North Dakota,3,71,16,0,13,3,7,3,2,2,1,1,0,10,9,0,0,0,0,1,15,2,0,2,1,2,0,0,0,8
4644,r347,All institutions -> Ohio,All institutions,Ohio,,2,1953,458,35,317,106,241,129,19,93,118,54,64,254,127,13,15,10,22,67,385,16,32,36,10,97,6,40,63,85
4644,r348,All institutions -> Ohio -> Air Force Institute of Technology,All institutions,Ohio,Air Force Institute of Technology,3,27,0,0,0,0,4,0,0,4,5,1,4,0,0,0,0,0,0,0,17,5,0,0,0,5,0,0,0,7
4644,r349,"All institutions -> Ohio -> Bowling Green State U., Bowling Green",All institutions,Ohio,"Bowling Green State U., Bowling Green",3,98,8,0,8,0,12,11,0,1,11,0,11,29,17,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0
4644,r350,All institutions -> Ohio -> Case Western Reserve U.,All institutions,Ohio,Case Western Reserve U.,3,197,84,1,67,16,17,11,1,5,11,6,5,14,8,3,0,0,2,1,49,1,9,3,1,12,0,2,6,15
4644,r351,All institutions -> Ohio -> Cleveland State U.,All institutions,Ohio,Cleveland State U.,3,42,6,0,6,0,7,7,0,0,1,1,0,4,2,0,0,0,0,2,11,0,3,1,0,5,0,0,1,1
4644,r352,"All institutions -> Ohio -> Kent State U., Kent",All institutions,Ohio,"Kent State U., Kent",3,156,34,0,19,15,21,7,0,14,7,2,5,25,14,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0
4644,r353,"All institutions -> Ohio -> Miami U., Oxford",All institutions,Ohio,"Miami U., Oxford",3,50,14,0,14,0,9,6,3,0,0,0,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,r354,"All institutions -> Ohio -> Ohio State U., Columbus",All institutions,Ohio,"Ohio State U., Columbus",3,704,173,30,98,45,78,35,9,34,51,25,26,85,22,9,14,7,8,25,149,7,15,15,4,35,4,23,26,20
4644,r355,"All institutions -> Ohio -> Ohio U., Athens",All institutions,Ohio,"Ohio U., Athens",3,129,28,0,22,6,17,6,0,11,4,1,3,13,13,0,0,0,0,0,14,0,0,4,2,1,1,0,4,2
4644,r356,"All institutions -> Ohio -> U. Akron, Akron",All institutions,Ohio,"U. Akron, Akron",3,128,6,0,5,1,24,19,0,5,1,0,1,28,23,0,0,0,4,1,55,0,4,10,2,7,1,2,12,17
4644,r357,"All institutions -> Ohio -> U. Cincinnati, Uptown West Campus",All institutions,Ohio,"U. Cincinnati, Uptown West Campus",3,228,70,0,52,18,20,12,5,3,16,10,6,35,11,0,1,1,2,20,34,3,0,2,0,7,0,5,6,11
4644,r358,All institutions -> Ohio -> U. Dayton,All institutions,Ohio,U. Dayton,3,44,5,0,5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,13,0,4,3,3
4644,r359,All institutions -> Ohio -> U. Toledo,All institutions,Ohio,U. Toledo,3,115,26,2,19,5,24,15,0,9,2,1,1,9,6,0,0,0,0,3,16,0,1,1,1,4,0,1,4,4
4644,r360,"All institutions -> Ohio -> Wright State U., Dayton",All institutions,Ohio,"Wright State U., Dayton",3,33,4,2,2,0,1,0,1,0,9,7,2,4,4,0,0,0,0,0,15,0,0,0,0,8,0,1,1,5
4644,r361,All institutions -> Ohio -> Youngstown State U.,All institutions,Ohio,Youngstown State U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
4644,r362,All institutions -> Oklahoma,All institutions,Oklahoma,,2,492,113,30,60,23,58,20,26,12,18,9,9,65,41,1,7,4,3,9,91,2,4,13,5,14,4,3,10,36
