table_id,row_id,state_and_department_or_agency_full_path,state_and_department_or_agency_level_1,state_and_department_or_agency_level_2,state_and_department_or_agency_level_3,state_and_department_or_agency_hierarchy_depth,field_all_r_d_expenditures,field_intramural_performersa,field_extramural_performersb_total,field_extramural_performersb_academic_institutions,field_extramural_performersb_companies_and_individualsc,field_extramural_performersb_otherd
2468,r328,"United States<sup>e</sup> -> Rhode Island -> Environmental Management, Department of",United States<sup>e</sup>,Rhode Island,"Environmental Management, Department of",3,3028728,2667111,361617,49450,0,312167
2468,r329,"United States<sup>e</sup> -> Rhode Island -> Transportation, Department of",United States<sup>e</sup>,Rhode Island,"Transportation, Department of",3,1225000,100000,1125000,125000,800000,200000
2468,r330,United States<sup>e</sup> -> Rhode Island -> Water Resources Board,United States<sup>e</sup>,Rhode Island,Water Resources Board,3,55000,0,55000,0,0,55000
2468,r331,United States<sup>e</sup> -> South Carolina,United States<sup>e</sup>,South Carolina,,2,46983243,28876294,18106949,4550112,770248,12786589
2468,r332,"United States<sup>e</sup> -> South Carolina -> Agriculture, Department of",United States<sup>e</sup>,South Carolina,"Agriculture, Department of",3,1035394,0,1035394,1035394,0,0
2468,r333,"United States<sup>e</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>e</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,12226376,0,12226376,0,0,12226376
2468,r334,"United States<sup>e</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>e</sup>,South Carolina,"Health and Environmental Control, Department of",3,1585652,1331451,254201,200939,0,53262
2468,r335,"United States<sup>e</sup> -> South Carolina -> Mental Health, Department of",United States<sup>e</sup>,South Carolina,"Mental Health, Department of",3,100884,0,100884,100884,0,0
2468,r336,"United States<sup>e</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>e</sup>,South Carolina,"Natural Resources, Department of",3,26062760,25807753,255007,245007,10000,0
2468,r337,United States<sup>e</sup> -> South Carolina -> Public Service Authority,United States<sup>e</sup>,South Carolina,Public Service Authority,3,30000,0,30000,30000,0,0
2468,r338,United States<sup>e</sup> -> South Carolina -> Research Authority,United States<sup>e</sup>,South Carolina,Research Authority,3,1401205,0,1401205,640957,760248,0
2468,r339,United States<sup>e</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>e</sup>,South Carolina,Sea Grant Consortium,3,2381593,1687833,693760,655630,0,38130
2468,r340,"United States<sup>e</sup> -> South Carolina -> Transportation, Department of",United States<sup>e</sup>,South Carolina,"Transportation, Department of",3,2159379,49257,2110122,1641301,0,468821
2468,r341,United States<sup>e</sup> -> South Dakota,United States<sup>e</sup>,South Dakota,,2,2953214,361072,2592142,1635276,600435,356431
2468,r342,United States<sup>e</sup> -> South Dakota -> Corn Utilization Council,United States<sup>e</sup>,South Dakota,Corn Utilization Council,3,250000,0,250000,250000,0,0
2468,r343,United States<sup>e</sup> -> South Dakota -> Oilseeds Council,United States<sup>e</sup>,South Dakota,Oilseeds Council,3,216845,0,216845,42914,0,173931
2468,r344,United States<sup>e</sup> -> South Dakota -> Pulse Crop Council,United States<sup>e</sup>,South Dakota,Pulse Crop Council,3,13352,0,13352,13352,0,0
2468,r345,United States<sup>e</sup> -> South Dakota -> Science and Technology Authority,United States<sup>e</sup>,South Dakota,Science and Technology Authority,3,39853,0,39853,39853,0,0
2468,r346,United States<sup>e</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>e</sup>,South Dakota,Soybean Research and Promotion Council,3,718122,12965,705157,522657,0,182500
2468,r347,"United States<sup>e</sup> -> South Dakota -> Transportation, Department of",United States<sup>e</sup>,South Dakota,"Transportation, Department of",3,1222798,348107,874691,274256,600435,0
2468,r348,United States<sup>e</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>e</sup>,South Dakota,Weed and Pest Control Commission,3,45314,0,45314,45314,0,0
2468,r349,United States<sup>e</sup> -> South Dakota -> Wheat Commission,United States<sup>e</sup>,South Dakota,Wheat Commission,3,446930,0,446930,446930,0,0
2468,r350,United States<sup>e</sup> -> Tennessee,United States<sup>e</sup>,Tennessee,,2,7439395,1710689,5728706,5362863,203125,162718
2468,r351,"United States<sup>e</sup> -> Tennessee -> Education, Department of",United States<sup>e</sup>,Tennessee,"Education, Department of",3,3319120,1168921,2150199,2140199,0,10000
2468,r352,"United States<sup>e</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>e</sup>,Tennessee,"Environment and Conservation, Department of",3,843184,372341,470843,115000,203125,152718
2468,r353,United States<sup>e</sup> -> Tennessee -> Geological Survey,United States<sup>e</sup>,Tennessee,Geological Survey,3,169427,169427,0,0,0,0
2468,r354,"United States<sup>e</sup> -> Tennessee -> Transportation, Department of",United States<sup>e</sup>,Tennessee,"Transportation, Department of",3,3107664,0,3107664,3107664,0,0
2468,r355,United States<sup>e</sup> -> Texas,United States<sup>e</sup>,Texas,,2,233030466,3855855,229174611,197242687,30913924,1018000
2468,r356,"United States<sup>e</sup> -> Texas -> Agriculture, Department of",United States<sup>e</sup>,Texas,"Agriculture, Department of",3,1229300,0,1229300,723173,0,506127
2468,r357,United States<sup>e</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>e</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,3204342,0,3204342,3204342,0,0
2468,r358,United States<sup>e</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>e</sup>,Texas,Cancer Prevention and Research Institute,3,201159271,0,201159271,170695783,30463488,0
2468,r359,"United States<sup>e</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>e</sup>,Texas,"Environmental Quality, Commission on",3,1687165,96160,1591005,1591005,0,0
2468,r360,United States<sup>e</sup> -> Texas -> Parks and Wildlife Department,United States<sup>e</sup>,Texas,Parks and Wildlife Department,3,7378821,3534695,3844126,3526525,0,317601
2468,r361,"United States<sup>e</sup> -> Texas -> State Health Services, Department of ",United States<sup>e</sup>,Texas,"State Health Services, Department of ",3,345000,225000,120000,120000,0,0
2468,r362,"United States<sup>e</sup> -> Texas -> Transportation, Department of",United States<sup>e</sup>,Texas,"Transportation, Department of",3,17294677,0,17294677,17294677,0,0
2468,r363,United States<sup>e</sup> -> Texas -> Water Development Board,United States<sup>e</sup>,Texas,Water Development Board,3,731890,0,731890,87182,450436,194272
2468,r364,United States<sup>e</sup> -> Utah,United States<sup>e</sup>,Utah,,2,7985508,5046202,2939306,1537784,1401522,0
2468,r365,"United States<sup>e</sup> -> Utah -> Environmental Quality, Department of",United States<sup>e</sup>,Utah,"Environmental Quality, Department of",3,416398,19514,396884,322919,73965,0
2468,r366,"United States<sup>e</sup> -> Utah -> Health, Department of",United States<sup>e</sup>,Utah,"Health, Department of",3,12780,12780,0,0,0,0
2468,r367,"United States<sup>e</sup> -> Utah -> Natural Resources, Department of",United States<sup>e</sup>,Utah,"Natural Resources, Department of",3,4121261,4121261,0,0,0,0
2468,r368,"United States<sup>e</sup> -> Utah -> Transportation, Department of ",United States<sup>e</sup>,Utah,"Transportation, Department of ",3,3435069,892647,2542422,1214865,1327557,0
2468,r369,United States<sup>e</sup> -> Vermont,United States<sup>e</sup>,Vermont,,2,2730591,681380,2049211,1723305,322546,3360
2468,r370,"United States<sup>e</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>e</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,308227,0,308227,0,308227,0
2468,r371,"United States<sup>e</sup> -> Vermont -> Human Services, Agency of",United States<sup>e</sup>,Vermont,"Human Services, Agency of",3,210747,210747,0,0,0,0
2468,r372,"United States<sup>e</sup> -> Vermont -> Transportation, Agency of",United States<sup>e</sup>,Vermont,"Transportation, Agency of",3,2211617,470633,1740984,1723305,14319,3360
2468,r373,United States<sup>e</sup> -> Virginia,United States<sup>e</sup>,Virginia,,2,29951353,10733680,19217673,15784840,2539994,892839
2468,r374,"United States<sup>e</sup> -> Virginia -> Aging and Rehabilitation, Department of",United States<sup>e</sup>,Virginia,"Aging and Rehabilitation, Department of",3,134914,52951,81963,81963,0,0
2468,r375,"United States<sup>e</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>e</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2615452,0,2615452,2417307,8145,190000
2468,r376,United States<sup>e</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>e</sup>,Virginia,Commonwealth Health Research Board,3,1080163,0,1080163,1080163,0,0
2468,r377,"United States<sup>e</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>e</sup>,Virginia,"Environmental Quality, Department of",3,287560,21842,265718,189128,0,76590
2468,r378,"United States<sup>e</sup> -> Virginia -> Forensic Science, Department of",United States<sup>e</sup>,Virginia,"Forensic Science, Department of",3,854800,854800,0,0,0,0
2468,r379,"United States<sup>e</sup> -> Virginia -> Forestry, Department of",United States<sup>e</sup>,Virginia,"Forestry, Department of",3,467501,437362,30139,30139,0,0
2468,r380,United States<sup>e</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>e</sup>,Virginia,Foundation for Healthy Youth,3,858392,0,858392,858392,0,0
2468,r381,"United States<sup>e</sup> -> Virginia -> Game and Inland Fisheries, Department of",United States<sup>e</sup>,Virginia,"Game and Inland Fisheries, Department of",3,2296869,0,2296869,1831120,39500,426249
2468,r382,"United States<sup>e</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>e</sup>,Virginia,"Innovative Technology, Center for",3,4416750,634826,3781924,1264575,2317349,200000
2468,r383,United States<sup>e</sup> -> Virginia -> Marine Resources Commission,United States<sup>e</sup>,Virginia,Marine Resources Commission,3,2471043,0,2471043,2471043,0,0
2468,r384,"United States<sup>e</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>e</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,655308,617808,37500,12500,25000,0
2468,r385,"United States<sup>e</sup> -> Virginia -> Natural History, Museum of",United States<sup>e</sup>,Virginia,"Natural History, Museum of",3,872668,872668,0,0,0,0
2468,r386,"United States<sup>e</sup> -> Virginia -> Social Services, Department of",United States<sup>e</sup>,Virginia,"Social Services, Department of",3,150000,0,150000,0,150000,0
2468,r387,"United States<sup>e</sup> -> Virginia -> Transportation, Department of",United States<sup>e</sup>,Virginia,"Transportation, Department of",3,12789933,7241423,5548510,5548510,0,0
2468,r388,United States<sup>e</sup> -> Washington,United States<sup>e</sup>,Washington,,2,51963060,19986935,31976125,18755971,5056820,8163334
2468,r389,"United States<sup>e</sup> -> Washington -> Agriculture, Department of",United States<sup>e</sup>,Washington,"Agriculture, Department of",3,2767808,0,2767808,2042177,20000,705631
2468,r390,United States<sup>e</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>e</sup>,Washington,Alfalfa Seed Commission,3,34000,0,34000,34000,0,0
2468,r391,United States<sup>e</sup> -> Washington -> Asparagus Commission,United States<sup>e</sup>,Washington,Asparagus Commission,3,74166,0,74166,0,74166,0
2468,r392,United States<sup>e</sup> -> Washington -> Blueberry Commission,United States<sup>e</sup>,Washington,Blueberry Commission,3,252000,0,252000,0,252000,0
2468,r393,"United States<sup>e</sup> -> Washington -> Commerce, Department of",United States<sup>e</sup>,Washington,"Commerce, Department of",3,5826443,0,5826443,278639,2126562,3421242
2468,r394,United States<sup>e</sup> -> Washington -> Cranberry Commission,United States<sup>e</sup>,Washington,Cranberry Commission,3,6000,0,6000,6000,0,0
2468,r395,United States<sup>e</sup> -> Washington -> Dairy Products Commission,United States<sup>e</sup>,Washington,Dairy Products Commission,3,15000,0,15000,15000,0,0
2468,r396,"United States<sup>e</sup> -> Washington -> Ecology, Department of",United States<sup>e</sup>,Washington,"Ecology, Department of",3,882120,612918,269202,13078,256124,0
2468,r397,"United States<sup>e</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>e</sup>,Washington,"Fish and Wildlife, Department of",3,8390579,8375177,15402,0,0,15402
2468,r398,United States<sup>e</sup> -> Washington -> Fruit Commission,United States<sup>e</sup>,Washington,Fruit Commission,3,306223,0,306223,57142,249081,0
2468,r399,United States<sup>e</sup> -> Washington -> Grain Commission,United States<sup>e</sup>,Washington,Grain Commission,3,2224046,0,2224046,2224046,0,0
2468,r400,"United States<sup>e</sup> -> Washington -> Health, Department of",United States<sup>e</sup>,Washington,"Health, Department of",3,1108855,1053412,55443,55443,0,0
2468,r401,United States<sup>e</sup> -> Washington -> Hop Commission,United States<sup>e</sup>,Washington,Hop Commission,3,168357,0,168357,142357,26000,0
2468,r402,"United States<sup>e</sup> -> Washington -> Labor and Industries, Department of",United States<sup>e</sup>,Washington,"Labor and Industries, Department of",3,3344321,3344321,0,0,0,0
2468,r403,United States<sup>e</sup> -> Washington -> Mint Commission,United States<sup>e</sup>,Washington,Mint Commission,3,50382,0,50382,50382,0,0
2468,r404,"United States<sup>e</sup> -> Washington -> Natural Resources, Department of",United States<sup>e</sup>,Washington,"Natural Resources, Department of",3,8307815,3584826,4722989,991577,531528,3199884
2468,r405,United States<sup>e</sup> -> Washington -> Oilseeds Commission,United States<sup>e</sup>,Washington,Oilseeds Commission,3,10000,0,10000,0,0,10000
2468,r406,"United States<sup>e</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>e</sup>,Washington,"Pesticide Registration, Commission on",3,455000,0,455000,295750,159250,0
2468,r407,United States<sup>e</sup> -> Washington -> Potato Commission,United States<sup>e</sup>,Washington,Potato Commission,3,953022,0,953022,736254,50000,166768
2468,r408,United States<sup>e</sup> -> Washington -> Puget Sound Partnership,United States<sup>e</sup>,Washington,Puget Sound Partnership,3,630045,0,630045,181101,196894,252050
2468,r409,United States<sup>e</sup> -> Washington -> Pulse Crop Commission,United States<sup>e</sup>,Washington,Pulse Crop Commission,3,187098,0,187098,187098,0,0
2468,r410,United States<sup>e</sup> -> Washington -> Red Raspberry Commission,United States<sup>e</sup>,Washington,Red Raspberry Commission,3,349396,0,349396,304896,44500,0
2468,r411,United States<sup>e</sup> -> Washington -> Seed Potato Commission,United States<sup>e</sup>,Washington,Seed Potato Commission,3,16003,0,16003,0,16003,0
2468,r412,"United States<sup>e</sup> -> Washington -> Transportation, Department of",United States<sup>e</sup>,Washington,"Transportation, Department of",3,5596000,1410000,4186000,3345000,841000,0
2468,r413,United States<sup>e</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>e</sup>,Washington,Tree Fruit Research Commission,3,9668382,1606281,8062101,7491032,178712,392357
2468,r414,United States<sup>e</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>e</sup>,Washington,Turfgrass Seed Commission,3,100815,0,100815,65815,35000,0
2468,r415,United States<sup>e</sup> -> Washington -> Wine Commission,United States<sup>e</sup>,Washington,Wine Commission,3,239184,0,239184,239184,0,0
2468,r416,United States<sup>e</sup> -> West Virginia,United States<sup>e</sup>,West Virginia,,2,11068061,2867846,8200215,8047584,0,152631
2468,r417,United States<sup>e</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>e</sup>,West Virginia,Geological and Economic Survey,3,1713935,1316725,397210,244579,0,152631
2468,r418,United States<sup>e</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>e</sup>,West Virginia,Higher Education Policy Commission,3,5571715,153833,5417882,5417882,0,0
2468,r419,"United States<sup>e</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>e</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,8000,0,0,0,0
2468,r420,"United States<sup>e</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>e</sup>,West Virginia,"Natural Resources, Department of",3,1649700,1284700,365000,365000,0,0
2468,r421,"United States<sup>e</sup> -> West Virginia -> Transportation, Department of",United States<sup>e</sup>,West Virginia,"Transportation, Department of",3,2124711,104588,2020123,2020123,0,0
2468,r422,United States<sup>e</sup> -> Wisconsin,United States<sup>e</sup>,Wisconsin,,2,17473890,5043609,12430281,3653031,5317013,3460237
2468,r423,"United States<sup>e</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>e</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,2768097,0,2768097,1737169,51160,979768
2468,r424,United States<sup>e</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>e</sup>,Wisconsin,Economic Development Corporation,3,4750000,0,4750000,0,4750000,0
2468,r425,"United States<sup>e</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>e</sup>,Wisconsin,"Natural Resources, Department of",3,6201148,4781539,1419609,1014019,0,405590
2468,r426,"United States<sup>e</sup> -> Wisconsin -> Transportation, Department of",United States<sup>e</sup>,Wisconsin,"Transportation, Department of",3,3754645,262070,3492575,901843,515853,2074879
2468,r427,United States<sup>e</sup> -> Wyoming,United States<sup>e</sup>,Wyoming,,2,6002910,1286491,4716419,895831,3665731,154857
2468,r428,"United States<sup>e</sup> -> Wyoming -> Agriculture, Department of",United States<sup>e</sup>,Wyoming,"Agriculture, Department of",3,380882,0,380882,136893,89132,154857
2468,r429,United States<sup>e</sup> -> Wyoming -> Business Council,United States<sup>e</sup>,Wyoming,Business Council,3,2466307,0,2466307,0,2466307,0
2468,r430,United States<sup>e</sup> -> Wyoming -> Enterprise Technology Services ,United States<sup>e</sup>,Wyoming,Enterprise Technology Services ,3,41420,41420,0,0,0,0
2468,r431,United States<sup>e</sup> -> Wyoming -> Game and Fish Department,United States<sup>e</sup>,Wyoming,Game and Fish Department,3,1110856,977107,133749,133749,0,0
2468,r432,"United States<sup>e</sup> -> Wyoming -> State Engineer, Office of",United States<sup>e</sup>,Wyoming,"State Engineer, Office of",3,250000,0,250000,250000,0,0
2468,r433,United States<sup>e</sup> -> Wyoming -> State Geological Survey,United States<sup>e</sup>,Wyoming,State Geological Survey,3,183963,183963,0,0,0,0
2468,r434,"United States<sup>e</sup> -> Wyoming -> Transportation, Department of",United States<sup>e</sup>,Wyoming,"Transportation, Department of",3,1218971,84001,1134970,24678,1110292,0
2468,r435,United States<sup>e</sup> -> Wyoming -> Water Development Office,United States<sup>e</sup>,Wyoming,Water Development Office,3,350511,0,350511,350511,0,0
