table_id,row_id,state_and_department_or_agency_full_path,state_and_department_or_agency_level_1,state_and_department_or_agency_level_2,state_and_department_or_agency_level_3,state_and_department_or_agency_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
2466,r368,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,3435069,2294696,1140373
2466,r369,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,2730591,2225472,505119
2466,r370,"United States<sup>b</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>b</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,308227,0,308227
2466,r371,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,210747,210747,0
2466,r372,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,2211617,2014725,196892
2466,r373,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,29951353,12948118,17003235
2466,r374,"United States<sup>b</sup> -> Virginia -> Aging and Rehabilitation, Department of",United States<sup>b</sup>,Virginia,"Aging and Rehabilitation, Department of",3,134914,134914,0
2466,r375,"United States<sup>b</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2615452,418207,2197245
2466,r376,United States<sup>b</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>b</sup>,Virginia,Commonwealth Health Research Board,3,1080163,0,1080163
2466,r377,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,287560,287560,0
2466,r378,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,854800,145600,709200
2466,r379,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,467501,347637,119864
2466,r380,United States<sup>b</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>b</sup>,Virginia,Foundation for Healthy Youth,3,858392,0,858392
2466,r381,"United States<sup>b</sup> -> Virginia -> Game and Inland Fisheries, Department of",United States<sup>b</sup>,Virginia,"Game and Inland Fisheries, Department of",3,2296869,1478135,818734
2466,r382,"United States<sup>b</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>b</sup>,Virginia,"Innovative Technology, Center for",3,4416750,1714882,2701868
2466,r383,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2471043,1986691,484352
2466,r384,"United States<sup>b</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>b</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,655308,437128,218180
2466,r385,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,872668,82907,789761
2466,r386,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,150000,75000,75000
2466,r387,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,12789933,5839457,6950476
2466,r388,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,51963060,14915365,37047695
2466,r389,"United States<sup>b</sup> -> Washington -> Agriculture, Department of",United States<sup>b</sup>,Washington,"Agriculture, Department of",3,2767808,2369403,398405
2466,r390,United States<sup>b</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>b</sup>,Washington,Alfalfa Seed Commission,3,34000,0,34000
2466,r391,United States<sup>b</sup> -> Washington -> Asparagus Commission,United States<sup>b</sup>,Washington,Asparagus Commission,3,74166,0,74166
2466,r392,United States<sup>b</sup> -> Washington -> Blueberry Commission,United States<sup>b</sup>,Washington,Blueberry Commission,3,252000,0,252000
2466,r393,"United States<sup>b</sup> -> Washington -> Commerce, Department of",United States<sup>b</sup>,Washington,"Commerce, Department of",3,5826443,0,5826443
2466,r394,United States<sup>b</sup> -> Washington -> Cranberry Commission,United States<sup>b</sup>,Washington,Cranberry Commission,3,6000,0,6000
2466,r395,United States<sup>b</sup> -> Washington -> Dairy Products Commission,United States<sup>b</sup>,Washington,Dairy Products Commission,3,15000,0,15000
2466,r396,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,882120,229839,652281
2466,r397,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,8390579,4991513,3399066
2466,r398,United States<sup>b</sup> -> Washington -> Fruit Commission,United States<sup>b</sup>,Washington,Fruit Commission,3,306223,0,306223
2466,r399,United States<sup>b</sup> -> Washington -> Grain Commission,United States<sup>b</sup>,Washington,Grain Commission,3,2224046,0,2224046
2466,r400,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,1108855,871903,236952
2466,r401,United States<sup>b</sup> -> Washington -> Hop Commission,United States<sup>b</sup>,Washington,Hop Commission,3,168357,15338,153019
2466,r402,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,3344321,639409,2704912
2466,r403,United States<sup>b</sup> -> Washington -> Mint Commission,United States<sup>b</sup>,Washington,Mint Commission,3,50382,0,50382
2466,r404,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,8307815,1932609,6375206
2466,r405,United States<sup>b</sup> -> Washington -> Oilseeds Commission,United States<sup>b</sup>,Washington,Oilseeds Commission,3,10000,0,10000
2466,r406,"United States<sup>b</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>b</sup>,Washington,"Pesticide Registration, Commission on",3,455000,0,455000
2466,r407,United States<sup>b</sup> -> Washington -> Potato Commission,United States<sup>b</sup>,Washington,Potato Commission,3,953022,0,953022
2466,r408,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,630045,92685,537360
2466,r409,United States<sup>b</sup> -> Washington -> Pulse Crop Commission,United States<sup>b</sup>,Washington,Pulse Crop Commission,3,187098,0,187098
2466,r410,United States<sup>b</sup> -> Washington -> Red Raspberry Commission,United States<sup>b</sup>,Washington,Red Raspberry Commission,3,349396,115632,233764
2466,r411,United States<sup>b</sup> -> Washington -> Seed Potato Commission,United States<sup>b</sup>,Washington,Seed Potato Commission,3,16003,0,16003
2466,r412,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,5596000,3613000,1983000
2466,r413,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,9668382,44034,9624348
2466,r414,United States<sup>b</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>b</sup>,Washington,Turfgrass Seed Commission,3,100815,0,100815
2466,r415,United States<sup>b</sup> -> Washington -> Wine Commission,United States<sup>b</sup>,Washington,Wine Commission,3,239184,0,239184
2466,r416,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,11068061,7579295,3488766
2466,r417,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,1713935,227364,1486571
2466,r418,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,5571715,4059270,1512445
2466,r419,"United States<sup>b</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>b</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,0,8000
2466,r420,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>b</sup>,West Virginia,"Natural Resources, Department of",3,1649700,1204200,445500
2466,r421,"United States<sup>b</sup> -> West Virginia -> Transportation, Department of",United States<sup>b</sup>,West Virginia,"Transportation, Department of",3,2124711,2088461,36250
2466,r422,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,17473890,9448498,8025392
2466,r423,"United States<sup>b</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>b</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,2768097,2768097,0
2466,r424,United States<sup>b</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>b</sup>,Wisconsin,Economic Development Corporation,3,4750000,0,4750000
2466,r425,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,6201148,3261709,2939439
2466,r426,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,3754645,3418692,335953
2466,r427,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,6002910,2290192,3712718
2466,r428,"United States<sup>b</sup> -> Wyoming -> Agriculture, Department of",United States<sup>b</sup>,Wyoming,"Agriculture, Department of",3,380882,239023,141859
2466,r429,United States<sup>b</sup> -> Wyoming -> Business Council,United States<sup>b</sup>,Wyoming,Business Council,3,2466307,0,2466307
2466,r430,United States<sup>b</sup> -> Wyoming -> Enterprise Technology Services ,United States<sup>b</sup>,Wyoming,Enterprise Technology Services ,3,41420,0,41420
2466,r431,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,1110856,785867,324989
2466,r432,"United States<sup>b</sup> -> Wyoming -> State Engineer, Office of",United States<sup>b</sup>,Wyoming,"State Engineer, Office of",3,250000,100000,150000
2466,r433,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,183963,173963,10000
2466,r434,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,1218971,991339,227632
2466,r435,United States<sup>b</sup> -> Wyoming -> Water Development Office,United States<sup>b</sup>,Wyoming,Water Development Office,3,350511,0,350511
