table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
12536,r361,"United States<sup>b</sup> -> Texas -> Agriculture, Department of",United States<sup>b</sup>,Texas,"Agriculture, Department of",3,2086663,1926663,160000
12536,r362,United States<sup>b</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>b</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,4384547,0,4384547
12536,r363,United States<sup>b</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>b</sup>,Texas,Cancer Prevention and Research Institute,3,237997927,0,237997927
12536,r364,"United States<sup>b</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>b</sup>,Texas,"Environmental Quality, Commission on",3,2255204,987947,1267257
12536,r365,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,5484621,4667675,816946
12536,r366,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,2257536,2018723,238813
12536,r367,"United States<sup>b</sup> -> Texas -> Transportation, Department of",United States<sup>b</sup>,Texas,"Transportation, Department of",3,24220565,19989727,4230838
12536,r368,United States<sup>b</sup> -> Texas -> Water Development Board,United States<sup>b</sup>,Texas,Water Development Board,3,3574727,0,3574727
12536,r369,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,10119476,1301894,8817582
12536,r370,"United States<sup>b</sup> -> Utah -> Agriculture and Food, Department of",United States<sup>b</sup>,Utah,"Agriculture and Food, Department of",3,1317,1317,0
12536,r371,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,1036855,167007,869848
12536,r372,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,6352113,0,6352113
12536,r373,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,2729191,1133570,1595621
12536,r374,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,2833206,2608039,225167
12536,r375,"United States<sup>b</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>b</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,79783,0,79783
12536,r376,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,1818036,1818036,0
12536,r377,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,935387,790003,145384
12536,r378,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,57260560,21236524,36024036
12536,r379,"United States<sup>b</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,3066176,484901,2581275
12536,r380,"United States<sup>b</sup> -> Virginia -> Behavioral Health and Developmental Services, Department of",United States<sup>b</sup>,Virginia,"Behavioral Health and Developmental Services, Department of",3,5100,0,5100
12536,r381,United States<sup>b</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>b</sup>,Virginia,Commonwealth Health Research Board,3,1573838,0,1573838
12536,r382,"United States<sup>b</sup> -> Virginia -> Education, Department of",United States<sup>b</sup>,Virginia,"Education, Department of",3,1115000,750000,365000
12536,r383,"United States<sup>b</sup> -> Virginia -> Energy, Department of",United States<sup>b</sup>,Virginia,"Energy, Department of",3,1321426,774258,547168
12536,r384,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,382014,283754,98260
12536,r385,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,1067190,180165,887025
12536,r386,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,481630,370635,110995
12536,r387,United States<sup>b</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>b</sup>,Virginia,Foundation for Healthy Youth,3,907041,0,907041
12536,r388,United States<sup>b</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>b</sup>,Virginia,Innovation Partnership Corporation,3,18076226,5412624,12663602
12536,r389,United States<sup>b</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>b</sup>,Virginia,Institute for Advanced Learning and Research,3,68000,0,68000
12536,r390,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2314260,1894767,419493
12536,r391,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,1001282,0,1001282
12536,r392,United States<sup>b</sup> -> Virginia -> Rail and Public Transportation,United States<sup>b</sup>,Virginia,Rail and Public Transportation,3,1004284,52958,951326
12536,r393,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,1050000,525000,525000
12536,r394,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,15450372,5832685,9617687
12536,r395,"United States<sup>b</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>b</sup>,Virginia,"Wildlife Resources, Department of",3,8376721,4674777,3701944
12536,r396,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,60479947,16343423,44136524
12536,r397,"United States<sup>b</sup> -> Washington -> Agriculture, Department of",United States<sup>b</sup>,Washington,"Agriculture, Department of",3,3880349,2810997,1069352
12536,r398,United States<sup>b</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>b</sup>,Washington,Alfalfa Seed Commission,3,20000,0,20000
12536,r399,United States<sup>b</sup> -> Washington -> Asparagus Commission,United States<sup>b</sup>,Washington,Asparagus Commission,3,33000,0,33000
12536,r400,United States<sup>b</sup> -> Washington -> Blueberry Commission,United States<sup>b</sup>,Washington,Blueberry Commission,3,77262,0,77262
12536,r401,"United States<sup>b</sup> -> Washington -> Commerce, Department of",United States<sup>b</sup>,Washington,"Commerce, Department of",3,7387066,0,7387066
12536,r402,United States<sup>b</sup> -> Washington -> Dairy Products Commission,United States<sup>b</sup>,Washington,Dairy Products Commission,3,20000,0,20000
12536,r403,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,2886743,603692,2283051
12536,r404,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,11115720,4098904,7016816
12536,r405,United States<sup>b</sup> -> Washington -> Fruit Commission,United States<sup>b</sup>,Washington,Fruit Commission,3,92424,0,92424
12536,r406,United States<sup>b</sup> -> Washington -> Grain Commission,United States<sup>b</sup>,Washington,Grain Commission,3,2050158,0,2050158
12536,r407,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,1265000,898000,367000
12536,r408,United States<sup>b</sup> -> Washington -> Hop Commission,United States<sup>b</sup>,Washington,Hop Commission,3,141228,0,141228
12536,r409,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,3337518,489824,2847694
12536,r410,United States<sup>b</sup> -> Washington -> Mint Commission,United States<sup>b</sup>,Washington,Mint Commission,3,35289,0,35289
12536,r411,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,11714582,495313,11219269
12536,r412,United States<sup>b</sup> -> Washington -> Oilseeds Commission,United States<sup>b</sup>,Washington,Oilseeds Commission,3,69887,0,69887
12536,r413,"United States<sup>b</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>b</sup>,Washington,"Pesticide Registration, Commission on",3,427997,0,427997
12536,r414,United States<sup>b</sup> -> Washington -> Potato Commission,United States<sup>b</sup>,Washington,Potato Commission,3,808462,0,808462
12536,r415,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,3615000,1245000,2370000
12536,r416,United States<sup>b</sup> -> Washington -> Pulse Crops Commission,United States<sup>b</sup>,Washington,Pulse Crops Commission,3,140077,0,140077
12536,r417,United States<sup>b</sup> -> Washington -> Red Raspberry Commission,United States<sup>b</sup>,Washington,Red Raspberry Commission,3,179481,0,179481
12536,r418,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,6136300,4882200,1254100
12536,r419,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,4484773,808662,3676111
12536,r420,United States<sup>b</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>b</sup>,Washington,Turfgrass Seed Commission,3,110619,0,110619
12536,r421,United States<sup>b</sup> -> Washington -> Wine Commission,United States<sup>b</sup>,Washington,Wine Commission,3,451012,10831,440181
12536,r422,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,8731717,3970816,4760901
12536,r423,"United States<sup>b</sup> -> West Virginia -> Agriculture, Department of",United States<sup>b</sup>,West Virginia,"Agriculture, Department of",3,43500,43500,0
12536,r424,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,2516066,198989,2317077
12536,r425,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,1832049,384242,1447807
12536,r426,"United States<sup>b</sup> -> West Virginia -> Justice and Community Services, Division of Administrative Services",United States<sup>b</sup>,West Virginia,"Justice and Community Services, Division of Administrative Services",3,105395,55000,50395
12536,r427,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Division of",United States<sup>b</sup>,West Virginia,"Natural Resources, Division of",3,2148601,1620200,528401
12536,r428,"United States<sup>b</sup> -> West Virginia -> Transportation, Department of",United States<sup>b</sup>,West Virginia,"Transportation, Department of",3,2086106,1668885,417221
12536,r429,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,16366530,10491049,5875481
12536,r430,"United States<sup>b</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>b</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,2384761,1872844,511917
12536,r431,United States<sup>b</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>b</sup>,Wisconsin,Economic Development Corporation,3,2096000,0,2096000
12536,r432,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,7574828,4657206,2917622
12536,r433,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,4310941,3960999,349942
12536,r434,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,9886086,4067042,5819044
12536,r435,"United States<sup>b</sup> -> Wyoming -> Agriculture, Department of",United States<sup>b</sup>,Wyoming,"Agriculture, Department of",3,549736,233064,316672
12536,r436,United States<sup>b</sup> -> Wyoming -> Business Council,United States<sup>b</sup>,Wyoming,Business Council,3,2010000,0,2010000
12536,r437,United States<sup>b</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>b</sup>,Wyoming,Enhanced Oil Recovery Institute,3,2049753,1704889,344864
12536,r438,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,1991442,1486635,504807
12536,r439,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,2095403,47347,2048056
12536,r440,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,746932,595107,151825
12536,r441,United States<sup>b</sup> -> Wyoming -> Water Development Office,United States<sup>b</sup>,Wyoming,Water Development Office,3,442820,0,442820
12536,r442,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,,1,47543226,23575491,23967735
12536,r443,"Puerto Rico<sup>c</sup> -> Business Development Office, Economic Development & Commerce",Puerto Rico<sup>c</sup>,"Business Development Office, Economic Development & Commerce",,2,7190000,0,7190000
12536,r444,Puerto Rico<sup>c</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>c</sup>,Comprehensive Cancer Center,,2,16142829,5884363,10258466
12536,r445,Puerto Rico<sup>c</sup> -> Economic Development & Commerce,Puerto Rico<sup>c</sup>,Economic Development & Commerce,,2,528263,0,528263
12536,r446,"Puerto Rico<sup>c</sup> -> Health, Department of ",Puerto Rico<sup>c</sup>,"Health, Department of ",,2,17000000,17000000,0
12536,r447,Puerto Rico<sup>c</sup> -> Innovation and Technology Services,Puerto Rico<sup>c</sup>,Innovation and Technology Services,,2,3453922,0,3453922
12536,r448,Puerto Rico<sup>c</sup> -> Institute of Statistics,Puerto Rico<sup>c</sup>,Institute of Statistics,,2,1615810,197833,1417977
12536,r449,"Puerto Rico<sup>c</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>c</sup>,"Science, Technology and Research Trust",,2,1612402,493295,1119107
