table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_level_4,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments
10857,r439,Mississippi -> Departments -> Department of Agriculture,Mississippi,Departments,Department of Agriculture,,3,124551,79822,0,0,44135,30,563
10857,r440,Mississippi -> Departments -> Department of Commerce,Mississippi,Departments,Department of Commerce,,3,18373,187,0,2000,16186,0,0
10857,r441,Mississippi -> Departments -> Department of Defense,Mississippi,Departments,Department of Defense,,3,823935,444683,0,369842,9411,0,0
10857,r442,Mississippi -> Departments -> Department of Education,Mississippi,Departments,Department of Education,,3,448,0,0,0,448,0,0
10857,r443,Mississippi -> Departments -> Department of Energy,Mississippi,Departments,Department of Energy,,3,2898,320,0,12,2566,0,0
10857,r444,Mississippi -> Departments -> Department of Health and Human Services,Mississippi,Departments,Department of Health and Human Services,,3,69621,0,0,1826,66595,0,1199
10857,r445,Mississippi -> Departments -> Department of Homeland Security,Mississippi,Departments,Department of Homeland Security,,3,15982,11783,0,200,3999,0,0
10857,r446,Mississippi -> Departments -> Department of the Interior,Mississippi,Departments,Department of the Interior,,3,3669,3373,0,0,211,0,84
10857,r447,Mississippi -> Departments -> Department of Justice,Mississippi,Departments,Department of Justice,,3,432,0,0,0,432,0,0
10857,r448,Mississippi -> Departments -> Department of Transportation,Mississippi,Departments,Department of Transportation,,3,4646,0,0,0,3130,0,1516
10857,r449,Mississippi -> Departments -> Department of Veterans Affairs,Mississippi,Departments,Department of Veterans Affairs,,3,913,913,0,0,0,0,0
10857,r450,Mississippi -> Other agencies,Mississippi,Other agencies,,,2,,,,,,,
10857,r451,Mississippi -> Other agencies -> Agency for International Development,Mississippi,Other agencies,Agency for International Development,,3,3000,0,0,0,3000,0,0
10857,r452,Mississippi -> Other agencies -> National Aeronautics and Space Administration,Mississippi,Other agencies,National Aeronautics and Space Administration,,3,60898,48422,0,11203,1272,0,0.05
10857,r453,Mississippi -> Other agencies -> National Science Foundation,Mississippi,Other agencies,National Science Foundation,,3,20542,0,0,0,20542,0,0
10857,r454,Mississippi -> Other agencies -> Nuclear Regulatory Commission,Mississippi,Other agencies,Nuclear Regulatory Commission,,3,71,0,0,71,0,0,0
10857,r455,Missouri,Missouri,,,,1,1837946,137041,0,723113,908021,55695,14076
10857,r456,Missouri -> Departments,Missouri,Departments,,,2,,,,,,,
10857,r457,Missouri -> Departments -> Department of Agriculture,Missouri,Departments,Department of Agriculture,,3,63678,31556,0,0,29598,2524,0
10857,r458,Missouri -> Departments -> Department of Commerce,Missouri,Departments,Department of Commerce,,3,1510,1010,0,0,500,0,0
10857,r459,Missouri -> Departments -> Department of Defense,Missouri,Departments,Department of Defense,,3,687439,53618,0,567445,56796,9579,0
10857,r460,Missouri -> Departments -> Department of Education,Missouri,Departments,Department of Education,,3,11667,0,0,0,11667,0,0
10857,r461,Missouri -> Departments -> Department of Energy,Missouri,Departments,Department of Energy,,3,85211,1,0,61046,15093,9071,0
10857,r462,Missouri -> Departments -> Department of Health and Human Services,Missouri,Departments,Department of Health and Human Services,,3,788880,0,0,43086,715024,21602,9167
10857,r463,Missouri -> Departments -> Department of Homeland Security,Missouri,Departments,Department of Homeland Security,,3,6039,5773,0,104,0,0,162
10857,r464,Missouri -> Departments -> Department of the Interior,Missouri,Departments,Department of the Interior,,3,25680,24187,0,0,1474,19,0
10857,r465,Missouri -> Departments -> Department of Justice,Missouri,Departments,Department of Justice,,3,573,0,0,0,573,0,0
10857,r466,Missouri -> Departments -> Department of Transportation,Missouri,Departments,Department of Transportation,,3,13642,121,0,8673,100,0,4748
10857,r467,Missouri -> Departments -> Department of Veterans Affairs,Missouri,Departments,Department of Veterans Affairs,,3,20774,20774,0,0,0,0,0
10857,r468,Missouri -> Other agencies,Missouri,Other agencies,,,2,,,,,,,
10857,r469,Missouri -> Other agencies -> Agency for International Development,Missouri,Other agencies,Agency for International Development,,3,4941,0,0,0,0,4941,0
10857,r470,Missouri -> Other agencies -> Environmental Protection Agency,Missouri,Other agencies,Environmental Protection Agency,,3,3217,0,0,2375,842,0,0
10857,r471,Missouri -> Other agencies -> National Aeronautics and Space Administration,Missouri,Other agencies,National Aeronautics and Space Administration,,3,52566,2,0,38520,14044,0,0
10857,r472,Missouri -> Other agencies -> National Science Foundation,Missouri,Other agencies,National Science Foundation,,3,72130,0,0,1863,62309,7958,0
10857,r473,Montana,Montana,,,,1,291606,94038,0,40444,146125,3085,7914
10857,r474,Montana -> Departments,Montana,Departments,,,2,,,,,,,
10857,r475,Montana -> Departments -> Department of Agriculture,Montana,Departments,Department of Agriculture,,3,30962,16129,0,133,14701,0,0
10857,r476,Montana -> Departments -> Department of Commerce,Montana,Departments,Department of Commerce,,3,520,0,0,0,520,0,0
10857,r477,Montana -> Departments -> Department of Defense,Montana,Departments,Department of Defense,,3,67433,361,0,11214,55658,200,0
10857,r478,Montana -> Departments -> Department of Education,Montana,Departments,Department of Education,,3,225,0,0,0,0,0,225
10857,r479,Montana -> Departments -> Department of Energy,Montana,Departments,Department of Energy,,3,8339,0,0,3424,4915,0,0
10857,r480,Montana -> Departments -> Department of Health and Human Services,Montana,Departments,Department of Health and Human Services,,3,102353,56276,0,1539,36019,2800,5719
10857,r481,Montana -> Departments -> Department of Homeland Security,Montana,Departments,Department of Homeland Security,,3,15470,0,0,15470,0,0,0
10857,r482,Montana -> Departments -> Department of the Interior,Montana,Departments,Department of the Interior,,3,23113,21272,0,85,1721,35,0
10857,r483,Montana -> Departments -> Department of Transportation,Montana,Departments,Department of Transportation,,3,1969,0,0,0,0,0,1969
10857,r484,Montana -> Other agencies,Montana,Other agencies,,,2,,,,,,,
10857,r485,Montana -> Other agencies -> National Aeronautics and Space Administration,Montana,Other agencies,National Aeronautics and Space Administration,,3,10906,0,0,7202,3654,50,0
10857,r486,Montana -> Other agencies -> National Science Foundation,Montana,Other agencies,National Science Foundation,,3,30315,0,0,1378,28937,0,0
10857,r487,Nebraska,Nebraska,,,,1,325071,52110,11354,9971,221283,25986,4366
10857,r488,Nebraska -> Departments,Nebraska,Departments,,,2,,,,,,,
10857,r489,Nebraska -> Departments -> Department of Agriculture,Nebraska,Departments,Department of Agriculture,,3,54566,30218,0,175,17173,7000,0
10857,r490,Nebraska -> Departments -> Department of Commerce,Nebraska,Departments,Department of Commerce,,3,368,0,0,0,368,0,0
10857,r491,Nebraska -> Departments -> Department of Defense,Nebraska,Departments,Department of Defense,,3,29814,8262,0,6319,15233,0,0
10857,r492,Nebraska -> Departments -> Department of Education,Nebraska,Departments,Department of Education,,3,2400,0,0,0,1488,0,912
10857,r493,Nebraska -> Departments -> Department of Energy,Nebraska,Departments,Department of Energy,,3,7298,0,0,0,7298,0,0
10857,r494,Nebraska -> Departments -> Department of Health and Human Services,Nebraska,Departments,Department of Health and Human Services,,3,151915,0,0,2429,129948,18986,552
10857,r495,Nebraska -> Departments -> Department of Homeland Security,Nebraska,Departments,Department of Homeland Security,,3,11354,0,11354,0,0,0,0
10857,r496,Nebraska -> Departments -> Department of the Interior,Nebraska,Departments,Department of the Interior,,3,1004,547,0,27,430,0,0
10857,r497,Nebraska -> Departments -> Department of Justice,Nebraska,Departments,Department of Justice,,3,290,0,0,0,290,0,0
10857,r498,Nebraska -> Departments -> Department of Transportation,Nebraska,Departments,Department of Transportation,,3,3579,0,0,500,177,0,2902
10857,r499,Nebraska -> Departments -> Department of Veterans Affairs,Nebraska,Departments,Department of Veterans Affairs,,3,10776,10776,0,0,0,0,0
10857,r500,Nebraska -> Other agencies,Nebraska,Other agencies,,,2,,,,,,,
10857,r501,Nebraska -> Other agencies -> National Aeronautics and Space Administration,Nebraska,Other agencies,National Aeronautics and Space Administration,,3,3510,2307,0,69,1134,0,0
10857,r502,Nebraska -> Other agencies -> National Science Foundation,Nebraska,Other agencies,National Science Foundation,,3,48196,0,0,453,47743,0,0
10857,r503,Nevada,Nevada,,,,1,519765,62678,0,348937,93643,7821,6686
10857,r504,Nevada -> Departments,Nevada,Departments,,,2,,,,,,,
10857,r505,Nevada -> Departments -> Department of Agriculture,Nevada,Departments,Department of Agriculture,,3,7516,1705,0,94,5718,0,0
10857,r506,Nevada -> Departments -> Department of Commerce,Nevada,Departments,Department of Commerce,,3,3015,0,0,15,3000,0,0
10857,r507,Nevada -> Departments -> Department of Defense,Nevada,Departments,Department of Defense,,3,176001,7026,0,163458,5518,0,0
10857,r508,Nevada -> Departments -> Department of Energy,Nevada,Departments,Department of Energy,,3,179652,1469,0,169315,8117,750,0
10857,r509,Nevada -> Departments -> Department of Health and Human Services,Nevada,Departments,Department of Health and Human Services,,3,47044,0,0,1470,37894,1920,5761
10857,r510,Nevada -> Departments -> Department of Homeland Security,Nevada,Departments,Department of Homeland Security,,3,1383,400,0,983,0,0,0
10857,r511,Nevada -> Departments -> Department of the Interior,Nevada,Departments,Department of the Interior,,3,12780,11409,0,117,1179,41,34
10857,r512,Nevada -> Departments -> Department of Justice,Nevada,Departments,Department of Justice,,3,4800,0,0,0,0,4800,0
10857,r513,Nevada -> Departments -> Department of Transportation,Nevada,Departments,Department of Transportation,,3,992,0,0,100,0,0,892
10857,r514,Nevada -> Departments -> Department of Veterans Affairs,Nevada,Departments,Department of Veterans Affairs,,3,1068,1068,0,0,0,0,0
10857,r515,Nevada -> Other agencies,Nevada,Other agencies,,,2,,,,,,,
10857,r516,Nevada -> Other agencies -> National Aeronautics and Space Administration,Nevada,Other agencies,National Aeronautics and Space Administration,,3,55645,39601,0,13386,2659,0,0
10857,r517,Nevada -> Other agencies -> National Science Foundation,Nevada,Other agencies,National Science Foundation,,3,29418,0,0,0,29108,310,0
10857,r518,Nevada -> Other agencies -> Nuclear Regulatory Commission,Nevada,Other agencies,Nuclear Regulatory Commission,,3,450,0,0,0,450,0,0
10857,r519,New Hampshire,New Hampshire,,,,1,444718,11450,0,234594,186122,11893,658
10857,r520,New Hampshire -> Departments,New Hampshire,Departments,,,2,,,,,,,
10857,r521,New Hampshire -> Departments -> Department of Agriculture,New Hampshire,Departments,Department of Agriculture,,3,10224,5320,0,87,4700,116,0
10857,r522,New Hampshire -> Departments -> Department of Commerce,New Hampshire,Departments,Department of Commerce,,3,12632,0,0,0,11632,1000,0
10857,r523,New Hampshire -> Departments -> Department of Defense,New Hampshire,Departments,Department of Defense,,3,218708,3393,0,198138,17177,0,0
10857,r524,New Hampshire -> Departments -> Department of Education,New Hampshire,Departments,Department of Education,,3,2032,0,0,0,2032,0,0
10857,r525,New Hampshire -> Departments -> Department of Energy,New Hampshire,Departments,Department of Energy,,3,7331,0,0,3964,3287,0,79
10857,r526,New Hampshire -> Departments -> Department of Health and Human Services,New Hampshire,Departments,Department of Health and Human Services,,3,119975,0,0,17844,93376,8588,167
10857,r527,New Hampshire -> Departments -> Department of Homeland Security,New Hampshire,Departments,Department of Homeland Security,,3,330,0,0,330,0,0,0
10857,r528,New Hampshire -> Departments -> Department of the Interior,New Hampshire,Departments,Department of the Interior,,3,3077,2209,0,93,696,0,79
10857,r529,New Hampshire -> Departments -> Department of Justice,New Hampshire,Departments,Department of Justice,,3,2742,0,0,0,2742,0,0
10857,r530,New Hampshire -> Departments -> Department of Transportation,New Hampshire,Departments,Department of Transportation,,3,333,0,0,0,0,0,333
10857,r531,New Hampshire -> Departments -> Department of Veterans Affairs,New Hampshire,Departments,Department of Veterans Affairs,,3,162,162,0,0,0,0,0
10857,r532,New Hampshire -> Other agencies,New Hampshire,Other agencies,,,2,,,,,,,
10857,r533,New Hampshire -> Other agencies -> National Aeronautics and Space Administration,New Hampshire,Other agencies,National Aeronautics and Space Administration,,3,32160,366,0,13354,18439,0,0
10857,r534,New Hampshire -> Other agencies -> National Science Foundation,New Hampshire,Other agencies,National Science Foundation,,3,35012,0,0,783,32040,2189,0
10857,r535,New Jersey,New Jersey,,,,1,3386124,707898,105523,1894399,546847,108708,22748
10857,r536,New Jersey -> Departments,New Jersey,Departments,,,2,,,,,,,
10857,r537,New Jersey -> Departments -> Department of Agriculture,New Jersey,Departments,Department of Agriculture,,3,9464,141,0,1040,8124,84,75
10857,r538,New Jersey -> Departments -> Department of Commerce,New Jersey,Departments,Department of Commerce,,3,12838,0,0,0,12838,0,0
10857,r539,New Jersey -> Departments -> Department of Defense,New Jersey,Departments,Department of Defense,,3,2427421,695973,0,1665713,60703,5032,0
10857,r540,New Jersey -> Departments -> Department of Education,New Jersey,Departments,Department of Education,,3,15611,0,0,12364,1252,1995,0
10857,r541,New Jersey -> Departments -> Department of Energy,New Jersey,Departments,Department of Energy,,3,164103,0.05,104751,32460,26441,451,0
10857,r542,New Jersey -> Departments -> Department of Health and Human Services,New Jersey,Departments,Department of Health and Human Services,,3,538880,0,0,138519,284816,99084,16460
10857,r543,New Jersey -> Departments -> Department of Homeland Security,New Jersey,Departments,Department of Homeland Security,,3,2903,0,772,2064,0,67,0
10857,r544,New Jersey -> Departments -> Department of the Interior,New Jersey,Departments,Department of the Interior,,3,3248,1328,0,574,928,0,418
10857,r545,New Jersey -> Departments -> Department of Justice,New Jersey,Departments,Department of Justice,,3,1077,0,0,0,1077,0,0
10857,r546,New Jersey -> Departments -> Department of Transportation,New Jersey,Departments,Department of Transportation,,3,26232,0.05,0,19041,1397,0,5794
10857,r547,New Jersey -> Departments -> Department of the Treasury,New Jersey,Departments,Department of the Treasury,,3,2487,0,0,2487,0,0,0
10857,r548,New Jersey -> Departments -> Department of Veterans Affairs,New Jersey,Departments,Department of Veterans Affairs,,3,7358,7358,0,0,0,0,0
10857,r549,New Jersey -> Other agencies,New Jersey,Other agencies,,,2,,,,,,,
10857,r550,New Jersey -> Other agencies -> Environmental Protection Agency,New Jersey,Other agencies,Environmental Protection Agency,,3,3290,2603,0,522,165,0,0
10857,r551,New Jersey -> Other agencies -> National Aeronautics and Space Administration,New Jersey,Other agencies,National Aeronautics and Space Administration,,3,41120,496,0,17516,22991,116,0
10857,r552,New Jersey -> Other agencies -> National Science Foundation,New Jersey,Other agencies,National Science Foundation,,3,129414,0,0,2042,125916,1456,0
10857,r553,New Jersey -> Other agencies -> Nuclear Regulatory Commission,New Jersey,Other agencies,Nuclear Regulatory Commission,,3,200,0,0,0,200,0,0
10857,r554,New Jersey -> Other agencies -> Social Security Administration,New Jersey,Other agencies,Social Security Administration,,3,479,0,0,56,0,423,0
10857,r555,New Mexico,New Mexico,,,,1,3484393,776565,1999772,468889,213206,20524,5438
10857,r556,New Mexico -> Departments,New Mexico,Departments,,,2,,,,,,,
10857,r557,New Mexico -> Departments -> Department of Agriculture,New Mexico,Departments,Department of Agriculture,,3,21839,10440,0,0,10414,985,0
10857,r558,New Mexico -> Departments -> Department of Commerce,New Mexico,Departments,Department of Commerce,,3,1036,185,0,217,633,0,0
10857,r559,New Mexico -> Departments -> Department of Defense,New Mexico,Departments,Department of Defense,,3,1235144,496696,300390,388695,43922,5441,0
10857,r560,New Mexico -> Departments -> Department of Education,New Mexico,Departments,Department of Education,,3,4480,0,0,0,750,0,3730
10857,r561,New Mexico -> Departments -> Department of Energy,New Mexico,Departments,Department of Energy,,3,1884274,206341,1658657,8349,10925,1,0
10857,r562,New Mexico -> Departments -> Department of Health and Human Services,New Mexico,Departments,Department of Health and Human Services,,3,121807,0,7049,9293,92641,12310,514
10857,r563,New Mexico -> Departments -> Department of Homeland Security,New Mexico,Departments,Department of Homeland Security,,3,43994,27966,4238,11790,0,0,0
10857,r564,New Mexico -> Departments -> Department of the Interior,New Mexico,Departments,Department of the Interior,,3,6919,4402,0,909,1488,120,0
10857,r565,New Mexico -> Departments -> Department of Justice,New Mexico,Departments,Department of Justice,,3,480,0,0,480,0,0,0
10857,r566,New Mexico -> Departments -> Department of Transportation,New Mexico,Departments,Department of Transportation,,3,13359,0,0,8324,4001,0,1034
10857,r567,New Mexico -> Departments -> Department of the Treasury,New Mexico,Departments,Department of the Treasury,,3,8739,0,3000,5739,0,0,0
10857,r568,New Mexico -> Departments -> Department of Veterans Affairs,New Mexico,Departments,Department of Veterans Affairs,,3,25256,25256,0,0,0,0,0
10857,r569,New Mexico -> Other agencies,New Mexico,Other agencies,,,2,,,,,,,
10857,r570,New Mexico -> Other agencies -> Environmental Protection Agency,New Mexico,Other agencies,Environmental Protection Agency,,3,181,0,0,181,0,0,0
10857,r571,New Mexico -> Other agencies -> National Aeronautics and Space Administration,New Mexico,Other agencies,National Aeronautics and Space Administration,,3,61832,5132,18732,32618,5001,217,132
10857,r572,New Mexico -> Other agencies -> National Science Foundation,New Mexico,Other agencies,National Science Foundation,,3,46850,148,0,2293,42930,1451,28
10857,r573,New Mexico -> Other agencies -> Nuclear Regulatory Commission,New Mexico,Other agencies,Nuclear Regulatory Commission,,3,8205,0,7705,0,500,0,0
10857,r574,New York,New York,,,,1,6726319,237841,570606,1541027,3562027,675232,139586
10857,r575,New York -> Departments,New York,Departments,,,2,,,,,,,
10857,r576,New York -> Departments -> Department of Agriculture,New York,Departments,Department of Agriculture,,3,67633,23726,0,1014,39830,3063,0
10857,r577,New York -> Departments -> Department of Commerce,New York,Departments,Department of Commerce,,3,23374,0,0,1112,12730,9532,0
10857,r578,New York -> Departments -> Department of Defense,New York,Departments,Department of Defense,,3,1206859,138614,0,726393,241225,100226,400
10857,r579,New York -> Departments -> Department of Education,New York,Departments,Department of Education,,3,29734,0,0,1250,9838,18647,0
10857,r580,New York -> Departments -> Department of Energy,New York,Departments,Department of Energy,,3,1183622,23,558278,532789,83783,7262,1488
10857,r581,New York -> Departments -> Department of Health and Human Services,New York,Departments,Department of Health and Human Services,,3,3484005,0,5802,143981,2692217,508724,133281
10857,r582,New York -> Departments -> Department of Homeland Security,New York,Departments,Department of Homeland Security,,3,4657,3749,0,457,0,451,0
10857,r583,New York -> Departments -> Department of the Interior,New York,Departments,Department of the Interior,,3,12268,10695,0,0,1293,0,281
10857,r584,New York -> Departments -> Department of Justice,New York,Departments,Department of Justice,,3,3727,0,0,0,1590,1840,297
10857,r585,New York -> Departments -> Department of Transportation,New York,Departments,Department of Transportation,,3,15930,453,0,13534,0,0,1943
10857,r586,New York -> Departments -> Department of Veterans Affairs,New York,Departments,Department of Veterans Affairs,,3,60130,60130,0,0,0,0,0
10857,r587,New York -> Other agencies,New York,Other agencies,,,2,,,,,,,
10857,r588,New York -> Other agencies -> Agency for Global Media,New York,Other agencies,Agency for Global Media,,3,1327,125,0,1202,0,0,0
10857,r589,New York -> Other agencies -> Agency for International Development,New York,Other agencies,Agency for International Development,,3,11351,0,0,0,4776,6575,0
10857,r590,New York -> Other agencies -> Appalachian Regional Commission,New York,Other agencies,Appalachian Regional Commission,,3,109,0,0,109,0,0,0
10857,r591,New York -> Other agencies -> Environmental Protection Agency,New York,Other agencies,Environmental Protection Agency,,3,2346,0,0,1340,540,466,0
10857,r592,New York -> Other agencies -> National Aeronautics and Space Administration,New York,Other agencies,National Aeronautics and Space Administration,,3,151111,75,5991,96682,46762,1601,0
10857,r593,New York -> Other agencies -> National Science Foundation,New York,Other agencies,National Science Foundation,,3,466529,252,0,21160,426374,16847,1896
10857,r594,New York -> Other agencies -> Nuclear Regulatory Commission,New York,Other agencies,Nuclear Regulatory Commission,,3,1438,0,535,5,898,0,0
10857,r595,New York -> Other agencies -> Social Security Administration,New York,Other agencies,Social Security Administration,,3,171,0,0,0,171,0,0
10857,r596,North Carolina,North Carolina,,,,1,3724189,381897,149,1024581,1849849,440869,26844
10857,r597,North Carolina -> Departments,North Carolina,Departments,,,2,,,,,,,
10857,r598,North Carolina -> Departments -> Department of Agriculture,North Carolina,Departments,Department of Agriculture,,3,66855,22739,0,250,41651,1507,708
10857,r599,North Carolina -> Departments -> Department of Commerce,North Carolina,Departments,Department of Commerce,,3,24923,6229,0,4947,13054,694,0
10857,r600,North Carolina -> Departments -> Department of Defense,North Carolina,Departments,Department of Defense,,3,315663,4797,0,188259,90495,31972,140
10857,r601,North Carolina -> Departments -> Department of Education,North Carolina,Departments,Department of Education,,3,13042,0,0,748,8871,2103,1319
10857,r602,North Carolina -> Departments -> Department of Energy,North Carolina,Departments,Department of Energy,,3,83592,152,0,14337,56015,12898,189
10857,r603,North Carolina -> Departments -> Department of Health and Human Services,North Carolina,Departments,Department of Health and Human Services,,3,2814428,193864,0,777271,1461167,363227,18900
10857,r604,North Carolina -> Departments -> Department of Homeland Security,North Carolina,Departments,Department of Homeland Security,,3,7800,0,149,7248,402,0,0
10857,r605,North Carolina -> Departments -> Department of the Interior,North Carolina,Departments,Department of the Interior,,3,13251,11945,0,15,1144,0,147
10857,r606,North Carolina -> Departments -> Department of Justice,North Carolina,Departments,Department of Justice,,3,27012,0,0,0,4337,22675,0
10857,r607,North Carolina -> Departments -> Department of Transportation,North Carolina,Departments,Department of Transportation,,3,9985,0,0,2366,2179,0,5440
10857,r608,North Carolina -> Departments -> Department of Veterans Affairs,North Carolina,Departments,Department of Veterans Affairs,,3,35624,35624,0,0,0,0,0
10857,r609,North Carolina -> Other agencies,North Carolina,Other agencies,,,2,,,,,,,
10857,r610,North Carolina -> Other agencies -> Agency for International Development,North Carolina,Other agencies,Agency for International Development,,3,5296,0,0,0,1201,4095,0
10857,r611,North Carolina -> Other agencies -> Environmental Protection Agency,North Carolina,Other agencies,Environmental Protection Agency,,3,125427,106548,0,15093,3786,0,0
10857,r612,North Carolina -> Other agencies -> National Aeronautics and Space Administration,North Carolina,Other agencies,National Aeronautics and Space Administration,,3,10644,0,0,4257,5691,695,0
10857,r613,North Carolina -> Other agencies -> National Science Foundation,North Carolina,Other agencies,National Science Foundation,,3,169868,0,0,9789,159076,1003,0
10857,r614,North Carolina -> Other agencies -> Nuclear Regulatory Commission,North Carolina,Other agencies,Nuclear Regulatory Commission,,3,780,0,0,0,780,0,0
10857,r615,North Dakota,North Dakota,,,,1,153360,48221,0,18216,76493,3554,6876
10857,r616,North Dakota -> Departments,North Dakota,Departments,,,2,,,,,,,
10857,r617,North Dakota -> Departments -> Department of Agriculture,North Dakota,Departments,Department of Agriculture,,3,56011,42805,0,0,12919,287,0
10857,r618,North Dakota -> Departments -> Department of Commerce,North Dakota,Departments,Department of Commerce,,3,90,0,0,0,90,0,0
10857,r619,North Dakota -> Departments -> Department of Defense,North Dakota,Departments,Department of Defense,,3,28220,2345,0,17704,8171,0,0
10857,r620,North Dakota -> Departments -> Department of Energy,North Dakota,Departments,Department of Energy,,3,10172,60,0,250,9863,0,0
10857,r621,North Dakota -> Departments -> Department of Health and Human Services,North Dakota,Departments,Department of Health and Human Services,,3,32209,0,0,0,22622,3267,6321
10857,r622,North Dakota -> Departments -> Department of the Interior,North Dakota,Departments,Department of the Interior,,3,3012,2904,0,0,108,0,0
10857,r623,North Dakota -> Departments -> Department of Transportation,North Dakota,Departments,Department of Transportation,,3,7449,0,0,254,6640,0,555
10857,r624,North Dakota -> Departments -> Department of Veterans Affairs,North Dakota,Departments,Department of Veterans Affairs,,3,106,106,0,0,0,0,0
10857,r625,North Dakota -> Other agencies,North Dakota,Other agencies,,,2,,,,,,,
10857,r626,North Dakota -> Other agencies -> Environmental Protection Agency,North Dakota,Other agencies,Environmental Protection Agency,,3,7,0,0,7,0,0,0
10857,r627,North Dakota -> Other agencies -> National Aeronautics and Space Administration,North Dakota,Other agencies,National Aeronautics and Space Administration,,3,828,0,0,0,828,0,0
10857,r628,North Dakota -> Other agencies -> National Science Foundation,North Dakota,Other agencies,National Science Foundation,,3,15122,0,0,0,15122,0,0
10857,r629,North Dakota -> Other agencies -> Nuclear Regulatory Commission,North Dakota,Other agencies,Nuclear Regulatory Commission,,3,131,0,0,0,131,0,0
10857,r630,Ohio,Ohio,,,,1,8242542,5805226,9449,983880,1021037,399206,23743
10857,r631,Ohio -> Departments,Ohio,Departments,,,2,,,,,,,
10857,r632,Ohio -> Departments -> Department of Agriculture,Ohio,Departments,Department of Agriculture,,3,55236,10873,0,2538,41318,500,8
10857,r633,Ohio -> Departments -> Department of Commerce,Ohio,Departments,Department of Commerce,,3,1374,0,0,300,1073,0,0
10857,r634,Ohio -> Departments -> Department of Defense,Ohio,Departments,Department of Defense,,3,6709129,5654190,7733,790698,137085,119423,0
10857,r635,Ohio -> Departments -> Department of Education,Ohio,Departments,Department of Education,,3,8296,0,0,0,7790,303,203
10857,r636,Ohio -> Departments -> Department of Energy,Ohio,Departments,Department of Energy,,3,63397,2938,1013,19169,36603,3674,0
10857,r637,Ohio -> Departments -> Department of Health and Human Services,Ohio,Departments,Department of Health and Human Services,,3,980871,15551,0,26579,670144,257636,10961
10857,r638,Ohio -> Departments -> Department of Homeland Security,Ohio,Departments,Department of Homeland Security,,3,16209,1500,703,808,0,13198,0
10857,r639,Ohio -> Departments -> Department of the Interior,Ohio,Departments,Department of the Interior,,3,9888,9272,0,1,416,0,200
10857,r640,Ohio -> Departments -> Department of Justice,Ohio,Departments,Department of Justice,,3,533,0,0,0,533,0,0
10857,r641,Ohio -> Departments -> Department of Transportation,Ohio,Departments,Department of Transportation,,3,29975,1015,0,7323,7087,2978,11572
10857,r642,Ohio -> Departments -> Department of Veterans Affairs,Ohio,Departments,Department of Veterans Affairs,,3,41446,41446,0,0,0,0,0
10857,r643,Ohio -> Other agencies,Ohio,Other agencies,,,2,,,,,,,
10857,r644,Ohio -> Other agencies -> Environmental Protection Agency,Ohio,Other agencies,Environmental Protection Agency,,3,62810,48963,0,13248,598,0,0
10857,r645,Ohio -> Other agencies -> National Aeronautics and Space Administration,Ohio,Other agencies,National Aeronautics and Space Administration,,3,147926,19479,0,119436,8176,835,0
10857,r646,Ohio -> Other agencies -> National Science Foundation,Ohio,Other agencies,National Science Foundation,,3,114376,0,0,3753,109162,660,800
10857,r647,Ohio -> Other agencies -> Nuclear Regulatory Commission,Ohio,Other agencies,Nuclear Regulatory Commission,,3,932,0,0,26,906,0,0
10857,r648,Ohio -> Other agencies -> Social Security Administration,Ohio,Other agencies,Social Security Administration,,3,145,0,0,0,145,0,0
10857,r649,Oklahoma,Oklahoma,,,,1,458390,131813,0,67474,212970,38840,7293
10857,r650,Oklahoma -> Departments,Oklahoma,Departments,,,2,,,,,,,
10857,r651,Oklahoma -> Departments -> Department of Agriculture,Oklahoma,Departments,Department of Agriculture,,3,34985,14509,0,0,20426,0,50
10857,r652,Oklahoma -> Departments -> Department of Commerce,Oklahoma,Departments,Department of Commerce,,3,18553,0,0,0,18553,0,0
10857,r653,Oklahoma -> Departments -> Department of Defense,Oklahoma,Departments,Department of Defense,,3,79584,38445,0,31803,9335,0,0
10857,r654,Oklahoma -> Departments -> Department of Education,Oklahoma,Departments,Department of Education,,3,466,0,0,0,466,0,0
10857,r655,Oklahoma -> Departments -> Department of Energy,Oklahoma,Departments,Department of Energy,,3,28085,132,0,13040,14747,7,159
10857,r656,Oklahoma -> Departments -> Department of Health and Human Services,Oklahoma,Departments,Department of Health and Human Services,,3,140342,0,0,8237,89204,38293,4607
10857,r657,Oklahoma -> Departments -> Department of Homeland Security,Oklahoma,Departments,Department of Homeland Security,,3,1304,0,0,1304,0,0,0
10857,r658,Oklahoma -> Departments -> Department of the Interior,Oklahoma,Departments,Department of the Interior,,3,62418,61377,0,0,686,300,55
10857,r659,Oklahoma -> Departments -> Department of Transportation,Oklahoma,Departments,Department of Transportation,,3,13797,1506,0,8995,1816,0,1480
