table_id,row_id,field_of_doctorate_full_path,field_of_doctorate_level_1,field_of_doctorate_level_2,field_of_doctorate_level_3,field_of_doctorate_level_4,field_of_doctorate_level_5,field_of_doctorate_hierarchy_depth,field_field_levela,field_number,field_percent
7644,r269,All fields -> Science and engineering -> Social sciences -> Political science and government -> Political science and government nec,All fields,Science and engineering,Social sciences,Political science and government,Political science and government nec,5,Detailed,93,0.2
7644,r270,All fields -> Science and engineering -> Social sciences -> Public policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,,4,Major,399,0.8
7644,r271,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Education policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Education policy analysis,5,Detailed,131,0.3
7644,r272,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Health policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,Health policy analysis,5,Detailed,52,0.1
7644,r273,"All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy analysis, general",All fields,Science and engineering,Social sciences,Public policy analysis,"Public policy analysis, general",5,Detailed,158,0.3
7644,r274,All fields -> Science and engineering -> Social sciences -> Public policy analysis -> Public policy nec,All fields,Science and engineering,Social sciences,Public policy analysis,Public policy nec,5,Detailed,58,0.1
7644,r275,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies",,4,Major,578,1.1
7644,r276,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, general",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, general",5,Detailed,501,1.0
7644,r277,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies -> Sociology, demography, and population studies nec",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies","Sociology, demography, and population studies nec",5,Detailed,77,0.1
7644,r278,"All fields -> Science and engineering -> Social sciences -> Social sciences, other",All fields,Science and engineering,Social sciences,"Social sciences, other",,4,Major,1103,2.1
7644,r279,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Applied linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Applied linguistics,5,Detailed,74,0.1
7644,r280,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Archeology",All fields,Science and engineering,Social sciences,"Social sciences, other",Archeology,5,Detailed,83,0.2
7644,r281,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Criminal justice and corrections",All fields,Science and engineering,Social sciences,"Social sciences, other",Criminal justice and corrections,5,Detailed,126,0.2
7644,r282,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Criminology",All fields,Science and engineering,Social sciences,"Social sciences, other",Criminology,5,Detailed,97,0.2
7644,r283,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Geography and cartography",All fields,Science and engineering,Social sciences,"Social sciences, other",Geography and cartography,5,Detailed,223,0.4
7644,r284,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> International relations and national security studies",All fields,Science and engineering,Social sciences,"Social sciences, other",International relations and national security studies,5,Detailed,105,0.2
7644,r285,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Linguistics",All fields,Science and engineering,Social sciences,"Social sciences, other",Linguistics,5,Detailed,203,0.4
7644,r286,"All fields -> Science and engineering -> Social sciences -> Social sciences, other -> Social sciences nec",All fields,Science and engineering,Social sciences,"Social sciences, other",Social sciences nec,5,Detailed,192,0.4
7644,r287,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,,2,Area,10894,20.8
7644,r288,All fields -> Non-science and engineering -> Business,All fields,Non-science and engineering,Business,,,3,Broad,1340,2.6
7644,r289,All fields -> Non-science and engineering -> Business -> Business administration and management,All fields,Non-science and engineering,Business,Business administration and management,,4,Major,456,0.9
7644,r290,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business management and administration,All fields,Non-science and engineering,Business,Business administration and management,Business management and administration,5,Detailed,235,0.4
7644,r291,All fields -> Non-science and engineering -> Business -> Business administration and management -> Organizational leadership,All fields,Non-science and engineering,Business,Business administration and management,Organizational leadership,5,Detailed,117,0.2
7644,r292,All fields -> Non-science and engineering -> Business -> Business administration and management -> Business administration and management nec,All fields,Non-science and engineering,Business,Business administration and management,Business administration and management nec,5,Detailed,104,0.2
7644,r293,"All fields -> Non-science and engineering -> Business -> Business, other",All fields,Non-science and engineering,Business,"Business, other",,4,Major,884,1.7
7644,r294,"All fields -> Non-science and engineering -> Business -> Business, other -> Accounting and accounting-related",All fields,Non-science and engineering,Business,"Business, other",Accounting and accounting-related,5,Detailed,135,0.3
7644,r295,"All fields -> Non-science and engineering -> Business -> Business, other -> Finance and financial management",All fields,Non-science and engineering,Business,"Business, other",Finance and financial management,5,Detailed,192,0.4
7644,r296,"All fields -> Non-science and engineering -> Business -> Business, other -> Management information systems",All fields,Non-science and engineering,Business,"Business, other",Management information systems,5,Detailed,88,0.2
7644,r297,"All fields -> Non-science and engineering -> Business -> Business, other -> Management sciences",All fields,Non-science and engineering,Business,"Business, other",Management sciences,5,Detailed,73,0.1
7644,r298,"All fields -> Non-science and engineering -> Business -> Business, other -> Marketing",All fields,Non-science and engineering,Business,"Business, other",Marketing,5,Detailed,119,0.2
7644,r299,"All fields -> Non-science and engineering -> Business -> Business, other -> Organizational behavior studies",All fields,Non-science and engineering,Business,"Business, other",Organizational behavior studies,5,Detailed,103,0.2
7644,r300,"All fields -> Non-science and engineering -> Business -> Business, other -> Business nec",All fields,Non-science and engineering,Business,"Business, other",Business nec,5,Detailed,174,0.3
7644,r301,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,,3,Broad,3711,7.1
7644,r302,All fields -> Non-science and engineering -> Education -> Education leadership and administration,All fields,Non-science and engineering,Education,Education leadership and administration,,4,Major,1082,2.1
7644,r303,"All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Educational leadership and administration, general",All fields,Non-science and engineering,Education,Education leadership and administration,"Educational leadership and administration, general",5,Detailed,500,1.0
7644,r304,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Higher education and community college administration,All fields,Non-science and engineering,Education,Education leadership and administration,Higher education and community college administration,5,Detailed,391,0.7
7644,r305,All fields -> Non-science and engineering -> Education -> Education leadership and administration -> Education leadership and administration nec,All fields,Non-science and engineering,Education,Education leadership and administration,Education leadership and administration nec,5,Detailed,191,0.4
7644,r306,All fields -> Non-science and engineering -> Education -> Education research,All fields,Non-science and engineering,Education,Education research,,4,Major,1204,2.3
7644,r307,All fields -> Non-science and engineering -> Education -> Education research -> Curriculum and instruction,All fields,Non-science and engineering,Education,Education research,Curriculum and instruction,5,Detailed,425,0.8
7644,r308,"All fields -> Non-science and engineering -> Education -> Education research -> Educational assessment, evaluation, and research methods",All fields,Non-science and engineering,Education,Education research,"Educational assessment, evaluation, and research methods",5,Detailed,222,0.4
7644,r309,All fields -> Non-science and engineering -> Education -> Education research -> Educational/ instructional technology and media design,All fields,Non-science and engineering,Education,Education research,Educational/ instructional technology and media design,5,Detailed,155,0.3
7644,r310,All fields -> Non-science and engineering -> Education -> Education research -> Higher education evaluation and research,All fields,Non-science and engineering,Education,Education research,Higher education evaluation and research,5,Detailed,61,0.1
7644,r311,All fields -> Non-science and engineering -> Education -> Education research -> Student counseling and personnel services,All fields,Non-science and engineering,Education,Education research,Student counseling and personnel services,5,Detailed,267,0.5
7644,r312,All fields -> Non-science and engineering -> Education -> Education research -> Education research nec,All fields,Non-science and engineering,Education,Education research,Education research nec,5,Detailed,74,0.1
7644,r313,All fields -> Non-science and engineering -> Education -> Teacher education,All fields,Non-science and engineering,Education,Teacher education,,4,Major,1010,1.9
7644,r314,"All fields -> Non-science and engineering -> Education -> Teacher education -> Adult, continuing, and workforce education and development",All fields,Non-science and engineering,Education,Teacher education,"Adult, continuing, and workforce education and development",5,Detailed,66,0.1
7644,r315,"All fields -> Non-science and engineering -> Education -> Teacher education -> Bilingual, multilingual, and multicultural education",All fields,Non-science and engineering,Education,Teacher education,"Bilingual, multilingual, and multicultural education",5,Detailed,77,0.1
7644,r316,All fields -> Non-science and engineering -> Education -> Teacher education -> Mathematics teacher education,All fields,Non-science and engineering,Education,Teacher education,Mathematics teacher education,5,Detailed,75,0.1
7644,r317,All fields -> Non-science and engineering -> Education -> Teacher education -> Music teacher education,All fields,Non-science and engineering,Education,Teacher education,Music teacher education,5,Detailed,73,0.1
7644,r318,All fields -> Non-science and engineering -> Education -> Teacher education -> Special education and teaching,All fields,Non-science and engineering,Education,Teacher education,Special education and teaching,5,Detailed,235,0.4
7644,r319,All fields -> Non-science and engineering -> Education -> Teacher education -> STEM educational methods,All fields,Non-science and engineering,Education,Teacher education,STEM educational methods,5,Detailed,70,0.1
7644,r320,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education, science and engineering",All fields,Non-science and engineering,Education,Teacher education,"Teacher education, science and engineering",5,Detailed,68,0.1
7644,r321,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education, specific levels and methods",All fields,Non-science and engineering,Education,Teacher education,"Teacher education, specific levels and methods",5,Detailed,154,0.3
7644,r322,"All fields -> Non-science and engineering -> Education -> Teacher education -> Teacher education<strike>,</strike> specific subject areas",All fields,Non-science and engineering,Education,Teacher education,"Teacher education<strike>,</strike> specific subject areas",5,Detailed,192,0.4
7644,r323,"All fields -> Non-science and engineering -> Education -> Education, other",All fields,Non-science and engineering,Education,"Education, other",,4,Major,415,0.8
7644,r324,"All fields -> Non-science and engineering -> Education -> Education, other -> Education, general",All fields,Non-science and engineering,Education,"Education, other","Education, general",5,Detailed,268,0.5
7644,r325,"All fields -> Non-science and engineering -> Education -> Education, other -> Education nec",All fields,Non-science and engineering,Education,"Education, other",Education nec,5,Detailed,147,0.3
7644,r326,All fields -> Non-science and engineering -> Humanities,All fields,Non-science and engineering,Humanities,,,3,Broad,3076,5.9
7644,r327,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters",All fields,Non-science and engineering,Humanities,"English language and literature, letters",,4,Major,933,1.8
7644,r328,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> American literature (United States)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",American literature (United States),5,Detailed,113,0.2
7644,r329,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Creative writing",All fields,Non-science and engineering,Humanities,"English language and literature, letters",Creative writing,5,Detailed,68,0.1
7644,r330,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature, general",All fields,Non-science and engineering,Humanities,"English language and literature, letters","English language and literature, general",5,Detailed,362,0.7
7644,r331,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English literature (British and commonwealth)",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English literature (British and commonwealth),5,Detailed,131,0.3
7644,r332,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> Rhetoric and composition, and writing studies",All fields,Non-science and engineering,Humanities,"English language and literature, letters","Rhetoric and composition, and writing studies",5,Detailed,190,0.4
7644,r333,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters -> English language and literature nec",All fields,Non-science and engineering,Humanities,"English language and literature, letters",English language and literature nec,5,Detailed,69,0.1
7644,r334,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",,4,Major,505,1.0
7644,r335,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Comparative literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Comparative literature,5,Detailed,118,0.2
7644,r336,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Hispanic/ Latin American languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Hispanic/ Latin American languages, literatures, and linguistics",5,Detailed,70,0.1
7644,r337,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Romance languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Romance languages, literatures, and linguistics",5,Detailed,72,0.1
7644,r338,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Spanish language and literature",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",Spanish language and literature,5,Detailed,79,0.2
7644,r339,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics -> Foreign languages, literatures, and linguistics nec",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics","Foreign languages, literatures, and linguistics nec",5,Detailed,166,0.3
7644,r340,All fields -> Non-science and engineering -> Humanities -> History,All fields,Non-science and engineering,Humanities,History,,4,Major,672,1.3
7644,r341,All fields -> Non-science and engineering -> Humanities -> History -> American history (United States),All fields,Non-science and engineering,Humanities,History,American history (United States),5,Detailed,209,0.4
7644,r342,All fields -> Non-science and engineering -> Humanities -> History -> European history,All fields,Non-science and engineering,Humanities,History,European history,5,Detailed,88,0.2
7644,r343,"All fields -> Non-science and engineering -> Humanities -> History -> History, general",All fields,Non-science and engineering,Humanities,History,"History, general",5,Detailed,169,0.3
7644,r344,"All fields -> Non-science and engineering -> Humanities -> History -> History, regional focus",All fields,Non-science and engineering,Humanities,History,"History, regional focus",5,Detailed,133,0.3
7644,r345,All fields -> Non-science and engineering -> Humanities -> History -> History nec,All fields,Non-science and engineering,Humanities,History,History nec,5,Detailed,73,0.1
7644,r346,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,,4,Major,592,1.1
7644,r347,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy,5,Detailed,399,0.8
7644,r348,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Religion/ religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Religion/ religious studies,5,Detailed,126,0.2
7644,r349,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies -> Philosophy and religious studies nec,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,Philosophy and religious studies nec,5,Detailed,67,0.1
7644,r350,"All fields -> Non-science and engineering -> Humanities -> Humanities, other",All fields,Non-science and engineering,Humanities,"Humanities, other",,4,Major,374,0.7
7644,r351,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Bible/ biblical studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Bible/ biblical studies,5,Detailed,71,0.1
7644,r352,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Humanities and humanistic studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Humanities and humanistic studies,5,Detailed,62,0.1
7644,r353,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Theological and ministerial studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Theological and ministerial studies,5,Detailed,241,0.5
7644,r354,All fields -> Non-science and engineering -> Visual and performing arts,All fields,Non-science and engineering,Visual and performing arts,,,3,Broad,771,1.5
7644,r355,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts,All fields,Non-science and engineering,Visual and performing arts,Performing arts,,4,Major,491,0.9
7644,r356,"All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Dance, drama, theatre arts and stagecraft",All fields,Non-science and engineering,Visual and performing arts,Performing arts,"Dance, drama, theatre arts and stagecraft",5,Detailed,82,0.2
7644,r357,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music performance,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music performance,5,Detailed,128,0.2
7644,r358,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music theory and composition,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music theory and composition,5,Detailed,86,0.2
7644,r359,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Musicology and ethnomusicology,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Musicology and ethnomusicology,5,Detailed,79,0.2
7644,r360,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music nec,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music nec,5,Detailed,116,0.2
7644,r361,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design",,4,Major,280,0.5
7644,r362,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Art history, criticism and conservation",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Art history, criticism and conservation",5,Detailed,167,0.3
7644,r363,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Film, cinema, and media studies",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Film, cinema, and media studies",5,Detailed,62,0.1
7644,r364,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Visual arts, media studies/ design, and arts management nec",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Visual arts, media studies/ design, and arts management nec",5,Detailed,51,0.1
7644,r365,All fields -> Non-science and engineering -> Other non-science and engineering,All fields,Non-science and engineering,Other non-science and engineering,,,3,Broad,1996,3.8
7644,r366,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,,4,Major,520,1.0
7644,r367,"All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Applied communication, advertising, and public relations",All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,"Applied communication, advertising, and public relations",5,Detailed,94,0.2
7644,r368,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication and media studies,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communication and media studies,5,Detailed,160,0.3
7644,r369,"All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication, general",All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,"Communication, general",5,Detailed,85,0.2
7644,r370,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Mass communication/ media studies,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Mass communication/ media studies,5,Detailed,95,0.2
7644,r371,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communications and journalism nec,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communications and journalism nec,5,Detailed,86,0.2
7644,r372,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,,4,Major,331,0.6
7644,r373,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Classical and ancient studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Classical and ancient studies,5,Detailed,91,0.2
7644,r374,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Multidisciplinary/ interdisciplinary studies nec,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Multidisciplinary/ interdisciplinary studies nec,5,Detailed,240,0.5
7644,r375,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,,4,Major,490,0.9
7644,r376,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Public administration,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,Public administration,5,Detailed,202,0.4
7644,r377,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Social work and human services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,Social work and human services,5,Detailed,288,0.6
7644,r378,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",,4,Major,655,1.3
7644,r379,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Architecture and architectural studies ",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Architecture and architectural studies ,5,Detailed,134,0.3
7644,r380,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> City/ urban, community, and regional planning",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","City/ urban, community, and regional planning",5,Detailed,101,0.2
7644,r381,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Family, consumer sciences and human sciences",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Family, consumer sciences and human sciences",5,Detailed,140,0.3
7644,r382,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Homeland security and protective services",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Homeland security and protective services,5,Detailed,50,0.1
7644,r383,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Law, legal studies and research",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Law, legal studies and research",5,Detailed,80,0.2
7644,r384,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Parks, recreation, leisure, fitness, and sport studies and management",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Parks, recreation, leisure, fitness, and sport studies and management",5,Detailed,87,0.2
7644,r385,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Other non-science and engineering nec",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Other non-science and engineering nec,5,Detailed,63,0.1
