table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_performersa_all,field_r_d_performersa_intramural,field_r_d_performersa_extramural,field_r_d_plantb
7701,r350,"United States<sup>c</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>c</sup>,South Carolina,"Health and Environmental Control, Department of",3,1314349,1204217,110132,0
7701,r351,"United States<sup>c</sup> -> South Carolina -> Mental Health, Department of",United States<sup>c</sup>,South Carolina,"Mental Health, Department of",3,53424,53424,0,0
7701,r352,"United States<sup>c</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>c</sup>,South Carolina,"Natural Resources, Department of",3,24893262,24621964,271298,0
7701,r353,United States<sup>c</sup> -> South Carolina -> Public Service Authority,United States<sup>c</sup>,South Carolina,Public Service Authority,3,424350,0,424350,0
7701,r354,United States<sup>c</sup> -> South Carolina -> Research Authority,United States<sup>c</sup>,South Carolina,Research Authority,3,2339441,0,2339441,0
7701,r355,United States<sup>c</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>c</sup>,South Carolina,Sea Grant Consortium,3,2328658,1822502,506156,0
7701,r356,"United States<sup>c</sup> -> South Carolina -> Transportation, Department of",United States<sup>c</sup>,South Carolina,"Transportation, Department of",3,2646350,7510,2638840,0
7701,r357,United States<sup>c</sup> -> South Dakota,United States<sup>c</sup>,South Dakota,,2,3193289,359853,2833436,500000
7701,r358,United States<sup>c</sup> -> South Dakota -> Corn Utilization Council,United States<sup>c</sup>,South Dakota,Corn Utilization Council,3,150006,0,150006,0
7701,r359,"United States<sup>c</sup> -> South Dakota -> Midwest Dairy Association, South Dakota Division",United States<sup>c</sup>,South Dakota,"Midwest Dairy Association, South Dakota Division",3,63050,0,63050,0
7701,r360,United States<sup>c</sup> -> South Dakota -> Nutrient Research and Education Council,United States<sup>c</sup>,South Dakota,Nutrient Research and Education Council,3,871090,0,871090,0
7701,r361,United States<sup>c</sup> -> South Dakota -> Oilseeds Council,United States<sup>c</sup>,South Dakota,Oilseeds Council,3,278954,0,278954,0
7701,r362,United States<sup>c</sup> -> South Dakota -> Pulse Crop Council,United States<sup>c</sup>,South Dakota,Pulse Crop Council,3,4063,0,4063,0
7701,r363,United States<sup>c</sup> -> South Dakota -> Science and Technology Authority,United States<sup>c</sup>,South Dakota,Science and Technology Authority,3,1968,0,1968,0
7701,r364,United States<sup>c</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>c</sup>,South Dakota,Soybean Research and Promotion Council,3,342368,11255,331113,500000
7701,r365,"United States<sup>c</sup> -> South Dakota -> Transportation, Department of",United States<sup>c</sup>,South Dakota,"Transportation, Department of",3,1178029,348598,829431,0
7701,r366,United States<sup>c</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>c</sup>,South Dakota,Weed and Pest Control Commission,3,43411,0,43411,0
7701,r367,United States<sup>c</sup> -> South Dakota -> Wheat Commission,United States<sup>c</sup>,South Dakota,Wheat Commission,3,260350,0,260350,0
7701,r368,United States<sup>c</sup> -> Tennessee,United States<sup>c</sup>,Tennessee,,2,10287206,1289255,8997951,0
7701,r369,"United States<sup>c</sup> -> Tennessee -> Education, Department of",United States<sup>c</sup>,Tennessee,"Education, Department of",3,3368383,1054099,2314284,0
7701,r370,"United States<sup>c</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>c</sup>,Tennessee,"Environment and Conservation, Department of",3,235156,235156,0,0
7701,r371,"United States<sup>c</sup> -> Tennessee -> Transportation, Department of",United States<sup>c</sup>,Tennessee,"Transportation, Department of",3,6683667,0,6683667,0
7701,r372,United States<sup>c</sup> -> Texas,United States<sup>c</sup>,Texas,,2,255731862,2686856,253045006,0
7701,r373,"United States<sup>c</sup> -> Texas -> Agriculture, Department of",United States<sup>c</sup>,Texas,"Agriculture, Department of",3,932510,0,932510,0
7701,r374,United States<sup>c</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>c</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,4615313,0,4615313,0
7701,r375,United States<sup>c</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>c</sup>,Texas,Cancer Prevention and Research Institute,3,216766526,0,216766526,0
7701,r376,"United States<sup>c</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>c</sup>,Texas,"Environmental Quality, Commission on",3,1922455,41548,1880907,0
7701,r377,United States<sup>c</sup> -> Texas -> Parks and Wildlife Department,United States<sup>c</sup>,Texas,Parks and Wildlife Department,3,6215323,2139214,4076109,0
7701,r378,"United States<sup>c</sup> -> Texas -> State Health Services, Department of ",United States<sup>c</sup>,Texas,"State Health Services, Department of ",3,1602005,506094,1095911,0
7701,r379,"United States<sup>c</sup> -> Texas -> Transportation, Department of",United States<sup>c</sup>,Texas,"Transportation, Department of",3,20505965,0,20505965,0
7701,r380,United States<sup>c</sup> -> Texas -> Water Development Board,United States<sup>c</sup>,Texas,Water Development Board,3,3171765,0,3171765,0
7701,r381,United States<sup>c</sup> -> Utah,United States<sup>c</sup>,Utah,,2,8316189,5326711,2989478,1000
7701,r382,"United States<sup>c</sup> -> Utah -> Environmental Quality, Department of",United States<sup>c</sup>,Utah,"Environmental Quality, Department of",3,780433,75954,704479,0
7701,r383,"United States<sup>c</sup> -> Utah -> Health, Department of",United States<sup>c</sup>,Utah,"Health, Department of",3,5350,5350,0,0
7701,r384,"United States<sup>c</sup> -> Utah -> Natural Resources, Department of",United States<sup>c</sup>,Utah,"Natural Resources, Department of",3,4215230,4215230,0,0
7701,r385,"United States<sup>c</sup> -> Utah -> Transportation, Department of ",United States<sup>c</sup>,Utah,"Transportation, Department of ",3,3315176,1030177,2284999,1000
7701,r386,United States<sup>c</sup> -> Vermont,United States<sup>c</sup>,Vermont,,2,1535157,596129,939028,0
7701,r387,"United States<sup>c</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>c</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,274477,0,274477,0
7701,r388,"United States<sup>c</sup> -> Vermont -> Human Services, Agency of",United States<sup>c</sup>,Vermont,"Human Services, Agency of",3,163373,163373,0,0
7701,r389,"United States<sup>c</sup> -> Vermont -> Transportation, Agency of",United States<sup>c</sup>,Vermont,"Transportation, Agency of",3,1097307,432756,664551,0
7701,r390,United States<sup>c</sup> -> Virginia,United States<sup>c</sup>,Virginia,,2,44913546,16624998,28288548,788372
7701,r391,"United States<sup>c</sup> -> Virginia -> Aging and Rehabilitative Services, Department of",United States<sup>c</sup>,Virginia,"Aging and Rehabilitative Services, Department of",3,128788,10076,118712,0
7701,r392,"United States<sup>c</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>c</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2821841,0,2821841,0
7701,r393,United States<sup>c</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>c</sup>,Virginia,Commonwealth Health Research Board,3,1566854,0,1566854,0
7701,r394,"United States<sup>c</sup> -> Virginia -> Conservation and Recreation, Department of",United States<sup>c</sup>,Virginia,"Conservation and Recreation, Department of",3,467900,441900,26000,0
7701,r395,"United States<sup>c</sup> -> Virginia -> Education, Department of",United States<sup>c</sup>,Virginia,"Education, Department of",3,2495435,518234,1977201,0
7701,r396,"United States<sup>c</sup> -> Virginia -> Energy, Department of",United States<sup>c</sup>,Virginia,"Energy, Department of",3,1530387,1480387,50000,0
7701,r397,"United States<sup>c</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>c</sup>,Virginia,"Environmental Quality, Department of",3,366645,11129,355516,0
7701,r398,"United States<sup>c</sup> -> Virginia -> Forensic Science, Department of",United States<sup>c</sup>,Virginia,"Forensic Science, Department of",3,1337377,1337377,0,41985
7701,r399,"United States<sup>c</sup> -> Virginia -> Forestry, Department of",United States<sup>c</sup>,Virginia,"Forestry, Department of",3,701053,685865,15188,0
7701,r400,United States<sup>c</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>c</sup>,Virginia,Foundation for Healthy Youth,3,787149,0,787149,0
7701,r401,"United States<sup>c</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>c</sup>,Virginia,"Innovative Technology, Center for",3,11596571,992151,10604420,0
7701,r402,United States<sup>c</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>c</sup>,Virginia,Institute for Advanced Learning and Research,3,57000,57000,0,0
7701,r403,United States<sup>c</sup> -> Virginia -> Marine Resources Commission,United States<sup>c</sup>,Virginia,Marine Resources Commission,3,1847815,261607,1586208,0
7701,r404,"United States<sup>c</sup> -> Virginia -> Natural History, Museum of",United States<sup>c</sup>,Virginia,"Natural History, Museum of",3,900582,900582,0,64589
7701,r405,"United States<sup>c</sup> -> Virginia -> Social Services, Department of",United States<sup>c</sup>,Virginia,"Social Services, Department of",3,800000,800000,0,0
7701,r406,"United States<sup>c</sup> -> Virginia -> Transportation, Department of",United States<sup>c</sup>,Virginia,"Transportation, Department of",3,15943293,9128690,6814603,681798
7701,r407,"United States<sup>c</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>c</sup>,Virginia,"Wildlife Resources, Department of",3,1564856,0,1564856,0
7701,r408,United States<sup>c</sup> -> Washington,United States<sup>c</sup>,Washington,,2,56690210,21349303,35340907,6309062
7701,r409,"United States<sup>c</sup> -> Washington -> Agriculture, Department of",United States<sup>c</sup>,Washington,"Agriculture, Department of",3,3498238,0,3498238,0
7701,r410,United States<sup>c</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>c</sup>,Washington,Alfalfa Seed Commission,3,34000,0,34000,0
7701,r411,"United States<sup>c</sup> -> Washington -> Commerce, Department of",United States<sup>c</sup>,Washington,"Commerce, Department of",3,11485246,0,11485246,6309062
7701,r412,United States<sup>c</sup> -> Washington -> Cranberry Commission,United States<sup>c</sup>,Washington,Cranberry Commission,3,16000,0,16000,0
7701,r413,"United States<sup>c</sup> -> Washington -> Ecology, Department of",United States<sup>c</sup>,Washington,"Ecology, Department of",3,1398475,1082202,316273,0
7701,r414,"United States<sup>c</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>c</sup>,Washington,"Fish and Wildlife, Department of",3,11181950,11177207,4743,0
7701,r415,United States<sup>c</sup> -> Washington -> Fruit Commission,United States<sup>c</sup>,Washington,Fruit Commission,3,134538,0,134538,0
7701,r416,United States<sup>c</sup> -> Washington -> Grain Commission,United States<sup>c</sup>,Washington,Grain Commission,3,1860504,0,1860504,0
7701,r417,"United States<sup>c</sup> -> Washington -> Health, Department of",United States<sup>c</sup>,Washington,"Health, Department of",3,1233000,1172000,61000,0
7701,r418,United States<sup>c</sup> -> Washington -> Hop Commission,United States<sup>c</sup>,Washington,Hop Commission,3,272988,0,272988,0
7701,r419,"United States<sup>c</sup> -> Washington -> Labor and Industries, Department of",United States<sup>c</sup>,Washington,"Labor and Industries, Department of",3,3408658,3408658,0,0
7701,r420,United States<sup>c</sup> -> Washington -> Mint Commission,United States<sup>c</sup>,Washington,Mint Commission,3,27171,0,27171,0
7701,r421,"United States<sup>c</sup> -> Washington -> Natural Resources, Department of",United States<sup>c</sup>,Washington,"Natural Resources, Department of",3,7587114,2469616,5117498,0
7701,r422,United States<sup>c</sup> -> Washington -> Oilseeds Commission,United States<sup>c</sup>,Washington,Oilseeds Commission,3,46152,0,46152,0
7701,r423,"United States<sup>c</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>c</sup>,Washington,"Pesticide Registration, Commission on",3,357969,0,357969,0
7701,r424,United States<sup>c</sup> -> Washington -> Potato Commission,United States<sup>c</sup>,Washington,Potato Commission,3,837892,0,837892,0
7701,r425,United States<sup>c</sup> -> Washington -> Puget Sound Partnership,United States<sup>c</sup>,Washington,Puget Sound Partnership,3,850000,0,850000,0
7701,r426,United States<sup>c</sup> -> Washington -> Pulse Crops Commission,United States<sup>c</sup>,Washington,Pulse Crops Commission,3,238186,0,238186,0
7701,r427,United States<sup>c</sup> -> Washington -> Red Raspberry Commission,United States<sup>c</sup>,Washington,Red Raspberry Commission,3,220248,0,220248,0
7701,r428,United States<sup>c</sup> -> Washington -> Seed Potato Commission,United States<sup>c</sup>,Washington,Seed Potato Commission,3,25639,0,25639,0
7701,r429,"United States<sup>c</sup> -> Washington -> Transportation, Department of",United States<sup>c</sup>,Washington,"Transportation, Department of",3,7528900,1742600,5786300,0
7701,r430,United States<sup>c</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>c</sup>,Washington,Tree Fruit Research Commission,3,4096282,297020,3799262,0
7701,r431,United States<sup>c</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>c</sup>,Washington,Turfgrass Seed Commission,3,107060,0,107060,0
7701,r432,United States<sup>c</sup> -> Washington -> Wine Commission,United States<sup>c</sup>,Washington,Wine Commission,3,244000,0,244000,0
7701,r433,United States<sup>c</sup> -> West Virginia,United States<sup>c</sup>,West Virginia,,2,9013091,3378070,5635021,2500
7701,r434,"United States<sup>c</sup> -> West Virginia -> Agriculture, Department of",United States<sup>c</sup>,West Virginia,"Agriculture, Department of",3,166685,166685,0,0
7701,r435,United States<sup>c</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>c</sup>,West Virginia,Geological and Economic Survey,3,1611208,1253631,357577,0
7701,r436,United States<sup>c</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>c</sup>,West Virginia,Higher Education Policy Commission,3,2924776,157078,2767698,0
7701,r437,"United States<sup>c</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>c</sup>,West Virginia,"Natural Resources, Department of",3,2052676,1800676,252000,0
7701,r438,"United States<sup>c</sup> -> West Virginia -> Transportation, Department of",United States<sup>c</sup>,West Virginia,"Transportation, Department of",3,2257746,0,2257746,2500
7701,r439,United States<sup>c</sup> -> Wisconsin,United States<sup>c</sup>,Wisconsin,,2,15239075,4401850,10837225,0
7701,r440,"United States<sup>c</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>c</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,1558082,0,1558082,0
7701,r441,United States<sup>c</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>c</sup>,Wisconsin,Economic Development Corporation,3,4625125,0,4625125,0
7701,r442,"United States<sup>c</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>c</sup>,Wisconsin,"Natural Resources, Department of",3,6879700,4192800,2686900,0
7701,r443,"United States<sup>c</sup> -> Wisconsin -> Transportation, Department of",United States<sup>c</sup>,Wisconsin,"Transportation, Department of",3,2176168,209050,1967118,0
7701,r444,United States<sup>c</sup> -> Wyoming,United States<sup>c</sup>,Wyoming,,2,7278796,2753475,4525321,8284
7701,r445,"United States<sup>c</sup> -> Wyoming -> Agriculture, Department of",United States<sup>c</sup>,Wyoming,"Agriculture, Department of",3,531634,0,531634,0
7701,r446,United States<sup>c</sup> -> Wyoming -> Business Council,United States<sup>c</sup>,Wyoming,Business Council,3,1544835,0,1544835,0
7701,r447,"United States<sup>c</sup> -> Wyoming -> Corrections, Department of",United States<sup>c</sup>,Wyoming,"Corrections, Department of",3,123280,123280,0,0
7701,r448,United States<sup>c</sup> -> Wyoming -> Energy Authority,United States<sup>c</sup>,Wyoming,Energy Authority,3,413533,413533,0,8284
7701,r449,United States<sup>c</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>c</sup>,Wyoming,Enhanced Oil Recovery Institute,3,1126393,593746,532647,0
7701,r450,United States<sup>c</sup> -> Wyoming -> Game and Fish Department,United States<sup>c</sup>,Wyoming,Game and Fish Department,3,1968341,1345407,622934,0
7701,r451,United States<sup>c</sup> -> Wyoming -> State Geological Survey,United States<sup>c</sup>,Wyoming,State Geological Survey,3,182179,182179,0,0
7701,r452,"United States<sup>c</sup> -> Wyoming -> Transportation, Department of",United States<sup>c</sup>,Wyoming,"Transportation, Department of",3,1105147,95330,1009817,0
7701,r453,United States<sup>c</sup> -> Wyoming -> Water Development Office,United States<sup>c</sup>,Wyoming,Water Development Office,3,283454,0,283454,0
