table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_level_4,_b_field_and_sex_b_level_5,_b_field_and_sex_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023,field__change_2013_23
11644,r213,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,Political science and government,5,333,341,332,283,287,304,274,249,242,278,281,-15.6
11644,r214,All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Public policy analysis,All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,Public policy analysis,5,193,193,214,170,148,164,149,183,147,186,169,-12.4
11644,r215,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,"Sociology, demography, and population studies",5,395,448,471,376,429,437,411,373,359,388,387,-2.0
11644,r216,"All doctorate recipients<sup>a</sup> -> Female -> Science and engineering -> Social sciences -> Social sciences, other  ",All doctorate recipients<sup>a</sup>,Female,Science and engineering,Social sciences,"Social sciences, other  ",5,814,894,872,1016,995,914,1028,1045,1020,1127,1112,36.6
11644,r217,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,,,3,7762,7585,7846,7876,7616,7422,7396,7261,6557,7154,7393,-4.8
11644,r218,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Business ,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Business ,,4,641,669,648,575,664,607,659,616,596,640,704,9.8
11644,r219,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Education,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Education,,4,3364,3311,3492,3601,3289,3323,3209,3254,3004,3195,3340,-0.7
11644,r220,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Education -> Education leadership and administration,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Education,Education leadership and administration,5,593,522,576,520,573,572,495,579,459,489,482,-18.7
11644,r221,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Education -> Education research,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Education,Education research,5,1877,1828,1922,1666,1639,1737,1650,1634,1558,1645,1746,-7.0
11644,r222,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Education -> Teacher education and teaching fields,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Education,Teacher education and teaching fields,5,704,766,779,990,752,766,782,732,670,721,742,5.4
11644,r223,"All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Education -> Education, other ",All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Education,"Education, other ",5,190,195,215,425,325,248,282,309,317,340,370,94.7
11644,r224,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,,4,2855,2721,2796,2810,2644,2572,2571,2418,2019,2270,2241,-21.5
11644,r225,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,Letters,5,941,894,936,931,869,853,826,802,702,787,764,-18.8
11644,r226,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,5,430,424,418,371,380,370,394,341,207,265,269,-37.4
11644,r227,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,History,5,486,482,480,495,420,435,383,374,315,354,339,-30.2
11644,r228,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> Philosophy and religious studies,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,Philosophy and religious studies,5,258,236,238,271,219,233,240,205,209,222,219,-15.1
11644,r229,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> Music and performing arts,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,Music and performing arts,5,290,220,251,237,269,224,231,261,222,214,217,-25.2
11644,r230,"All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Humanities and arts -> Humanities and arts, other",All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Humanities and arts,"Humanities and arts, other",5,450,465,473,505,487,457,497,435,364,428,433,-3.8
11644,r231,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Other non-science and engineering,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Other non-science and engineering,,4,902,884,910,890,1019,920,957,973,938,1049,1108,22.8
11644,r232,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Other non-science and engineering -> Communication,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Other non-science and engineering,Communication,5,401,383,411,410,422,395,338,363,295,383,393,-2.0
11644,r233,All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Other non-science and engineering,Public administration and social services,5,315,315,318,307,330,338,377,366,343,332,387,22.9
11644,r234,"All doctorate recipients<sup>a</sup> -> Female -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All doctorate recipients<sup>a</sup>,Female,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",5,186,186,181,173,267,187,242,244,300,334,328,76.3
