table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_master_s_students_rank,field_master_s_students_total,field_master_s_students_science,field_master_s_students_engineering,field_master_s_students_health,field_doctoral_students_rank,field_doctoral_students_total,field_doctoral_students_science,field_doctoral_students_engineering,field_doctoral_students_health
3542,r305,All institutions<sup>a</sup> -> Western Illinois U.,All institutions<sup>a</sup>,Western Illinois U.,2,304,395,330,0,65,249,389,324,0,65,390,6,6,0,0
3542,r306,All institutions<sup>a</sup> -> Simmons U.,All institutions<sup>a</sup>,Simmons U.,2,305,391,363,0,28,246,391,363,0,28,394,0,0,0,0
3542,r307,All institutions<sup>a</sup> -> C. of William and Mary,All institutions<sup>a</sup>,C. of William and Mary,2,306,388,388,0,0,404,160,160,0,0,211,228,228,0,0
3542,r308,All institutions<sup>a</sup> -> Louisiana Tech U.,All institutions<sup>a</sup>,Louisiana Tech U.,2,307,386,196,131,59,389,176,72,45,59,220,210,124,86,0
3542,r309,All institutions<sup>a</sup> -> Lawrence Technological U.,All institutions<sup>a</sup>,Lawrence Technological U.,2,308,384,77,307,0,253,373,77,296,0,376,11,0,11,0
3542,r310,All institutions<sup>a</sup> -> U. New Orleans,All institutions<sup>a</sup>,U. New Orleans,2,309,377,249,128,0,356,221,159,62,0,245,156,90,66,0
3542,r311,All institutions<sup>a</sup> -> Appalachian State U.,All institutions<sup>a</sup>,Appalachian State U.,2,309,377,258,0,119,252,377,258,0,119,394,0,0,0,0
3542,r312,All institutions<sup>a</sup> -> Southern Connecticut State U.,All institutions<sup>a</sup>,Southern Connecticut State U.,2,311,376,197,0,179,267,351,197,0,154,350,25,0,0,25
3542,r313,All institutions<sup>a</sup> -> Southern U. and A&M C.,All institutions<sup>a</sup>,Southern U. and A&M C.,2,312,373,303,26,44,324,261,191,26,44,268,112,112,0,0
3542,r314,All institutions<sup>a</sup> -> Polytechnic U. Puerto Rico,All institutions<sup>a</sup>,Polytechnic U. Puerto Rico,2,313,369,50,319,0,267,351,50,301,0,363,18,0,18,0
3542,r315,All institutions<sup>a</sup> -> Angelo State U.,All institutions<sup>a</sup>,Angelo State U.,2,314,368,310,0,58,258,368,310,0,58,394,0,0,0,0
3542,r316,All institutions<sup>a</sup> -> Jackson State U.,All institutions<sup>a</sup>,Jackson State U.,2,315,364,145,38,181,370,204,72,22,110,242,160,73,16,71
3542,r317,All institutions<sup>a</sup> -> Texas A&M U.-Corpus Christi,All institutions<sup>a</sup>,Texas A&M U.-Corpus Christi,2,316,358,293,12,53,311,282,217,12,53,282,76,76,0,0
3542,r318,All institutions<sup>a</sup> -> Lewis U.,All institutions<sup>a</sup>,Lewis U.,2,317,357,357,0,0,264,357,357,0,0,394,0,0,0,0
3542,r319,"All institutions<sup>a</sup> -> SUNY, C. of Environmental Science and Forestry",All institutions<sup>a</sup>,"SUNY, C. of Environmental Science and Forestry",2,318,353,291,62,0,377,189,163,26,0,240,164,128,36,0
3542,r320,All institutions<sup>a</sup> -> U. Northern Iowa,All institutions<sup>a</sup>,U. Northern Iowa,2,318,353,218,0,135,265,353,218,0,135,394,0,0,0,0
3542,r321,All institutions<sup>a</sup> -> Dakota State U.,All institutions<sup>a</sup>,Dakota State U.,2,320,350,337,0,13,366,212,199,0,13,253,138,138,0,0
3542,r322,All institutions<sup>a</sup> -> Seattle U.,All institutions<sup>a</sup>,Seattle U.,2,321,349,319,30,0,270,349,319,30,0,394,0,0,0,0
3542,r323,All institutions<sup>a</sup> -> Massachusetts C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Massachusetts C. of Pharmacy and Health Sciences,2,322,348,23,0,325,320,269,16,0,253,281,79,7,0,72
3542,r324,All institutions<sup>a</sup> -> U. Central Oklahoma,All institutions<sup>a</sup>,U. Central Oklahoma,2,322,348,240,23,85,272,348,240,23,85,394,0,0,0,0
3542,r325,All institutions<sup>a</sup> -> Morgan State U.,All institutions<sup>a</sup>,Morgan State U.,2,324,346,107,139,100,406,158,61,60,37,230,188,46,79,63
3542,r326,"All institutions<sup>a</sup> -> U. Massachusetts, Medical School",All institutions<sup>a</sup>,"U. Massachusetts, Medical School",2,325,345,345,0,0,629,14,14,0,0,182,331,331,0,0
3542,r327,All institutions<sup>a</sup> -> Humboldt State U.,All institutions<sup>a</sup>,Humboldt State U.,2,326,344,344,0,0,274,344,344,0,0,394,0,0,0,0
3542,r328,"All institutions<sup>a</sup> -> Keiser U., Fort Lauderdale",All institutions<sup>a</sup>,"Keiser U., Fort Lauderdale",2,327,338,338,0,0,406,158,158,0,0,233,180,180,0,0
3542,r329,All institutions<sup>a</sup> -> Central Washington U.,All institutions<sup>a</sup>,Central Washington U.,2,328,337,300,20,17,275,337,300,20,17,394,0,0,0,0
3542,r330,All institutions<sup>a</sup> -> Clark U.,All institutions<sup>a</sup>,Clark U.,2,329,335,335,0,0,375,197,197,0,0,253,138,138,0,0
3542,r331,All institutions<sup>a</sup> -> Kean U.,All institutions<sup>a</sup>,Kean U.,2,329,335,264,0,71,281,327,264,0,63,384,8,0,0,8
3542,r332,All institutions<sup>a</sup> -> U. North Florida,All institutions<sup>a</sup>,U. North Florida,2,331,334,205,46,83,276,334,205,46,83,394,0,0,0,0
3542,r333,All institutions<sup>a</sup> -> Tennessee State U.,All institutions<sup>a</sup>,Tennessee State U.,2,332,332,210,51,71,340,241,134,36,71,274,91,76,15,0
3542,r334,All institutions<sup>a</sup> -> Azusa Pacific U.,All institutions<sup>a</sup>,Azusa Pacific U.,2,332,332,327,0,5,284,322,322,0,0,380,10,5,0,5
3542,r335,All institutions<sup>a</sup> -> Chapman U.,All institutions<sup>a</sup>,Chapman U.,2,334,327,193,0,134,339,242,135,0,107,278,85,58,0,27
3542,r336,"All institutions<sup>a</sup> -> U. Louisiana, Monroe",All institutions<sup>a</sup>,"U. Louisiana, Monroe",2,335,326,185,0,141,303,295,185,0,110,338,31,0,0,31
3542,r337,All institutions<sup>a</sup> -> Arkansas State U.,All institutions<sup>a</sup>,Arkansas State U.,2,336,325,247,7,71,333,251,173,7,71,286,74,74,0,0
3542,r338,All institutions<sup>a</sup> -> Midwestern U.,All institutions<sup>a</sup>,Midwestern U.,2,336,325,325,0,0,282,325,325,0,0,394,0,0,0,0
3542,r339,All institutions<sup>a</sup> -> Lake Erie C. of Osteopathic Medicine,All institutions<sup>a</sup>,Lake Erie C. of Osteopathic Medicine,2,338,324,324,0,0,291,316,316,0,0,384,8,8,0,0
3542,r340,All institutions<sup>a</sup> -> Catholic U. of America,All institutions<sup>a</sup>,Catholic U. of America,2,339,319,199,120,0,422,143,93,50,0,235,176,106,70,0
3542,r341,All institutions<sup>a</sup> -> Eastern Washington U.,All institutions<sup>a</sup>,Eastern Washington U.,2,339,319,220,0,99,285,319,220,0,99,394,0,0,0,0
3542,r342,All institutions<sup>a</sup> -> Mississippi C.,All institutions<sup>a</sup>,Mississippi C.,2,339,319,319,0,0,285,319,319,0,0,394,0,0,0,0
3542,r343,All institutions<sup>a</sup> -> Philadelphia C. of Osteopathic Medicine,All institutions<sup>a</sup>,Philadelphia C. of Osteopathic Medicine,2,339,319,319,0,0,285,319,319,0,0,394,0,0,0,0
3542,r344,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,343,317,268,43,6,507,77,67,4,6,204,240,201,39,0
3542,r345,All institutions<sup>a</sup> -> Florida A&M U.,All institutions<sup>a</sup>,Florida A&M U.,2,343,317,204,61,52,356,221,156,14,51,271,96,48,47,1
3542,r346,"All institutions<sup>a</sup> -> California State U., Chico",All institutions<sup>a</sup>,"California State U., Chico",2,345,315,244,0,71,292,315,244,0,71,394,0,0,0,0
3542,r347,All institutions<sup>a</sup> -> Eastern Kentucky U.,All institutions<sup>a</sup>,Eastern Kentucky U.,2,345,315,209,0,106,292,315,209,0,106,394,0,0,0,0
3542,r348,All institutions<sup>a</sup> -> West Texas A&M U.,All institutions<sup>a</sup>,West Texas A&M U.,2,347,314,241,0,73,297,307,234,0,73,389,7,7,0,0
3542,r349,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, Metro",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, Metro",2,348,313,313,0,0,294,313,313,0,0,394,0,0,0,0
3542,r350,All institutions<sup>a</sup> -> James Madison U.,All institutions<sup>a</sup>,James Madison U.,2,349,311,222,0,89,326,260,171,0,89,309,51,51,0,0
3542,r351,All institutions<sup>a</sup> -> Eastern Virginia Medical School,All institutions<sup>a</sup>,Eastern Virginia Medical School,2,350,307,179,0,128,315,275,147,0,128,333,32,32,0,0
3542,r352,All institutions<sup>a</sup> -> Mercer U.,All institutions<sup>a</sup>,Mercer U.,2,351,306,59,68,179,332,252,59,68,125,303,54,0,0,54
3542,r353,All institutions<sup>a</sup> -> New York Medical C.,All institutions<sup>a</sup>,New York Medical C.,2,351,306,188,0,118,316,274,156,0,118,333,32,32,0,0
3542,r354,All institutions<sup>a</sup> -> U. Hartford,All institutions<sup>a</sup>,U. Hartford,2,351,306,215,91,0,298,306,215,91,0,394,0,0,0,0
3542,r355,All institutions<sup>a</sup> -> Tennessee Technological U.,All institutions<sup>a</sup>,Tennessee Technological U.,2,354,305,123,182,0,384,180,99,81,0,260,125,24,101,0
3542,r356,All institutions<sup>a</sup> -> Saint Joseph's U.,All institutions<sup>a</sup>,Saint Joseph's U.,2,354,305,305,0,0,299,305,305,0,0,394,0,0,0,0
3542,r357,All institutions<sup>a</sup> -> Columbus State U.,All institutions<sup>a</sup>,Columbus State U.,2,356,304,289,0,15,300,304,289,0,15,394,0,0,0,0
3542,r358,All institutions<sup>a</sup> -> Nova Southeastern U.,All institutions<sup>a</sup>,Nova Southeastern U.,2,357,302,302,0,0,426,137,137,0,0,238,165,165,0,0
3542,r359,"All institutions<sup>a</sup> -> SUNY, Downstate Medical Center",All institutions<sup>a</sup>,"SUNY, Downstate Medical Center",2,358,299,50,10,239,391,173,0,0,173,259,126,50,10,66
3542,r360,All institutions<sup>a</sup> -> Northeastern Illinois U.,All institutions<sup>a</sup>,Northeastern Illinois U.,2,359,298,267,0,31,301,298,267,0,31,394,0,0,0,0
3542,r361,All institutions<sup>a</sup> -> Icahn School of Medicine at Mt. Sinai,All institutions<sup>a</sup>,Icahn School of Medicine at Mt. Sinai,2,360,297,297,0,0,497,82,82,0,0,218,215,215,0,0
3542,r362,All institutions<sup>a</sup> -> South Dakota School of Mines and Technology,All institutions<sup>a</sup>,South Dakota School of Mines and Technology,2,361,296,80,216,0,385,178,35,143,0,262,118,45,73,0
3542,r363,All institutions<sup>a</sup> -> Fairleigh Dickinson U.,All institutions<sup>a</sup>,Fairleigh Dickinson U.,2,362,295,252,23,20,303,295,252,23,20,394,0,0,0,0
3542,r364,All institutions<sup>a</sup> -> Pittsburg State U.,All institutions<sup>a</sup>,Pittsburg State U.,2,362,295,216,50,29,303,295,216,50,29,394,0,0,0,0
3542,r365,All institutions<sup>a</sup> -> U. Detroit Mercy,All institutions<sup>a</sup>,U. Detroit Mercy,2,364,294,99,170,25,320,269,99,145,25,350,25,0,25,0
3542,r366,All institutions<sup>a</sup> -> Emporia State U.,All institutions<sup>a</sup>,Emporia State U.,2,365,293,293,0,0,306,293,293,0,0,394,0,0,0,0
3542,r367,"All institutions<sup>a</sup> -> U. Tennessee, Health Science Center",All institutions<sup>a</sup>,"U. Tennessee, Health Science Center",2,366,292,171,6,115,474,95,45,4,46,226,197,126,2,69
3542,r368,"All institutions<sup>a</sup> -> SUNY, Polytechnic Institute",All institutions<sup>a</sup>,"SUNY, Polytechnic Institute",2,366,292,205,87,0,358,219,205,14,0,289,73,0,73,0
3542,r369,All institutions<sup>a</sup> -> Medical U. South Carolina,All institutions<sup>a</sup>,Medical U. South Carolina,2,368,291,231,0,60,530,60,36,0,24,207,231,195,0,36
3542,r370,All institutions<sup>a</sup> -> U. Wisconsin-La Crosse,All institutions<sup>a</sup>,U. Wisconsin-La Crosse,2,369,288,231,36,21,307,288,231,36,21,394,0,0,0,0
3542,r371,All institutions<sup>a</sup> -> Western Washington U.,All institutions<sup>a</sup>,Western Washington U.,2,370,286,223,0,63,308,286,223,0,63,394,0,0,0,0
3542,r372,All institutions<sup>a</sup> -> Governors State U.,All institutions<sup>a</sup>,Governors State U.,2,371,285,191,0,94,309,285,191,0,94,394,0,0,0,0
3542,r373,All institutions<sup>a</sup> -> Murray State U.,All institutions<sup>a</sup>,Murray State U.,2,372,283,218,0,65,310,283,218,0,65,394,0,0,0,0
3542,r374,"All institutions<sup>a</sup> -> U. Nebraska, Kearney",All institutions<sup>a</sup>,"U. Nebraska, Kearney",2,373,279,240,0,39,313,279,240,0,39,394,0,0,0,0
3542,r375,All institutions<sup>a</sup> -> Scripps Research Institute,All institutions<sup>a</sup>,Scripps Research Institute,2,374,276,276,0,0,662,0,0,0,0,195,276,276,0,0
3542,r376,All institutions<sup>a</sup> -> Augusta U.,All institutions<sup>a</sup>,Augusta U.,2,375,273,183,0,90,412,155,98,0,57,262,118,85,0,33
3542,r377,All institutions<sup>a</sup> -> Medical C. Wisconsin,All institutions<sup>a</sup>,Medical C. Wisconsin,2,376,271,196,25,50,549,49,16,0,33,214,222,180,25,17
3542,r378,"All institutions<sup>a</sup> -> Minnesota State U., Mankato",All institutions<sup>a</sup>,"Minnesota State U., Mankato",2,377,270,196,24,50,319,270,196,24,50,394,0,0,0,0
3542,r379,All institutions<sup>a</sup> -> Duquesne U.,All institutions<sup>a</sup>,Duquesne U.,2,378,267,162,0,105,553,47,47,0,0,215,220,115,0,105
3542,r380,All institutions<sup>a</sup> -> U. Texas Medical Branch,All institutions<sup>a</sup>,U. Texas Medical Branch,2,379,266,209,0,57,571,34,29,0,5,205,232,180,0,52
3542,r381,All institutions<sup>a</sup> -> U. Baltimore,All institutions<sup>a</sup>,U. Baltimore,2,380,263,263,0,0,323,263,263,0,0,394,0,0,0,0
3542,r382,All institutions<sup>a</sup> -> Rockefeller U.,All institutions<sup>a</sup>,Rockefeller U.,2,381,262,262,0,0,629,14,14,0,0,200,248,248,0,0
3542,r383,All institutions<sup>a</sup> -> Stephen F. Austin State U.,All institutions<sup>a</sup>,Stephen F. Austin State U.,2,381,262,182,0,80,345,232,152,0,80,341,30,30,0,0
3542,r384,All institutions<sup>a</sup> -> New Jersey City U.,All institutions<sup>a</sup>,New Jersey City U.,2,383,260,180,0,80,350,228,148,0,80,333,32,32,0,0
3542,r385,All institutions<sup>a</sup> -> Hood C.,All institutions<sup>a</sup>,Hood C.,2,383,260,260,0,0,326,260,260,0,0,394,0,0,0,0
3542,r386,"All institutions<sup>a</sup> -> Touro U., Vallejo",All institutions<sup>a</sup>,"Touro U., Vallejo",2,385,259,0,0,259,328,259,0,0,259,394,0,0,0,0
3542,r387,All institutions<sup>a</sup> -> A. T. Still U.,All institutions<sup>a</sup>,A. T. Still U.,2,386,258,24,0,234,329,258,24,0,234,394,0,0,0,0
3542,r388,All institutions<sup>a</sup> -> Northeastern State U.,All institutions<sup>a</sup>,Northeastern State U.,2,386,258,158,0,100,329,258,158,0,100,394,0,0,0,0
3542,r389,"All institutions<sup>a</sup> -> Loyola U., Maryland",All institutions<sup>a</sup>,"Loyola U., Maryland",2,388,257,152,0,105,331,257,152,0,105,394,0,0,0,0
3542,r390,All institutions<sup>a</sup> -> New Mexico Institute of Mining and Technology,All institutions<sup>a</sup>,New Mexico Institute of Mining and Technology,2,389,255,131,124,0,400,164,69,95,0,274,91,62,29,0
3542,r391,All institutions<sup>a</sup> -> Albert Einstein C. of Medicine,All institutions<sup>a</sup>,Albert Einstein C. of Medicine,2,390,253,224,0,29,581,29,0,0,29,213,224,224,0,0
3542,r392,"All institutions<sup>a</sup> -> U. Tennessee, Chattanooga",All institutions<sup>a</sup>,"U. Tennessee, Chattanooga",2,390,253,165,57,31,350,228,141,56,31,350,25,24,1,0
3542,r393,All institutions<sup>a</sup> -> Indiana U. Pennsylvania,All institutions<sup>a</sup>,Indiana U. Pennsylvania,2,392,252,207,3,42,347,231,186,3,42,356,21,21,0,0
3542,r394,All institutions<sup>a</sup> -> Central Connecticut State U.,All institutions<sup>a</sup>,Central Connecticut State U.,2,393,249,228,21,0,334,249,228,21,0,394,0,0,0,0
3542,r395,All institutions<sup>a</sup> -> Lipscomb U.,All institutions<sup>a</sup>,Lipscomb U.,2,394,245,223,9,13,336,245,223,9,13,394,0,0,0,0
3542,r396,All institutions<sup>a</sup> -> U. Wisconsin-Eau Claire,All institutions<sup>a</sup>,U. Wisconsin-Eau Claire,2,394,245,144,0,101,336,245,144,0,101,394,0,0,0,0
3542,r397,All institutions<sup>a</sup> -> U. West Georgia,All institutions<sup>a</sup>,U. West Georgia,2,396,244,185,0,59,358,219,160,0,59,350,25,25,0,0
3542,r398,All institutions<sup>a</sup> -> Indiana State U.,All institutions<sup>a</sup>,Indiana State U.,2,397,243,182,0,61,363,217,156,0,61,346,26,26,0,0
3542,r399,All institutions<sup>a</sup> -> Sage Colleges,All institutions<sup>a</sup>,Sage Colleges,2,398,241,232,0,9,345,232,232,0,0,381,9,0,0,9
3542,r400,All institutions<sup>a</sup> -> McNeese State U.,All institutions<sup>a</sup>,McNeese State U.,2,399,240,180,15,45,341,240,180,15,45,394,0,0,0,0
3542,r401,All institutions<sup>a</sup> -> Chicago State U.,All institutions<sup>a</sup>,Chicago State U.,2,400,235,231,0,4,342,235,231,0,4,394,0,0,0,0
3542,r402,"All institutions<sup>a</sup> -> CUNY, John Jay C. of Criminal Justice",All institutions<sup>a</sup>,"CUNY, John Jay C. of Criminal Justice",2,401,233,233,0,0,343,233,233,0,0,394,0,0,0,0
3542,r403,All institutions<sup>a</sup> -> Kansas City U. of Medicine and Biosciences,All institutions<sup>a</sup>,Kansas City U. of Medicine and Biosciences,2,402,231,138,0,93,347,231,138,0,93,394,0,0,0,0
3542,r404,All institutions<sup>a</sup> -> U. Wisconsin-Stout,All institutions<sup>a</sup>,U. Wisconsin-Stout,2,402,231,182,49,0,347,231,182,49,0,394,0,0,0,0
3542,r405,All institutions<sup>a</sup> -> Uniformed Services U. of the Health Sciences,All institutions<sup>a</sup>,Uniformed Services U. of the Health Sciences,2,404,227,134,0,93,479,91,19,0,72,257,136,115,0,21
3542,r406,All institutions<sup>a</sup> -> Austin Peay State U.,All institutions<sup>a</sup>,Austin Peay State U.,2,405,225,225,0,0,352,225,225,0,0,394,0,0,0,0
3542,r407,All institutions<sup>a</sup> -> Eastern New Mexico U.,All institutions<sup>a</sup>,Eastern New Mexico U.,2,405,225,78,0,147,352,225,78,0,147,394,0,0,0,0
3542,r408,All institutions<sup>a</sup> -> Prairie View A&M U.,All institutions<sup>a</sup>,Prairie View A&M U.,2,407,224,116,108,0,381,186,106,80,0,325,38,10,28,0
3542,r409,All institutions<sup>a</sup> -> Northern Kentucky U.,All institutions<sup>a</sup>,Northern Kentucky U.,2,408,223,111,0,112,354,223,111,0,112,394,0,0,0,0
3542,r410,"All institutions<sup>a</sup> -> California State U., San Marcos",All institutions<sup>a</sup>,"California State U., San Marcos",2,409,219,198,0,21,358,219,198,0,21,394,0,0,0,0
3542,r411,"All institutions<sup>a</sup> -> U. Alaska, Anchorage",All institutions<sup>a</sup>,"U. Alaska, Anchorage",2,410,218,122,32,64,377,189,93,32,64,344,29,29,0,0
3542,r412,"All institutions<sup>a</sup> -> U. Michigan, Flint",All institutions<sup>a</sup>,"U. Michigan, Flint",2,411,217,104,8,105,409,157,104,8,45,300,60,0,0,60
3542,r413,All institutions<sup>a</sup> -> U. Central Arkansas,All institutions<sup>a</sup>,U. Central Arkansas,2,412,216,110,0,106,394,170,75,0,95,315,46,35,0,11
3542,r414,All institutions<sup>a</sup> -> Jacksonville U.,All institutions<sup>a</sup>,Jacksonville U.,2,413,215,83,0,132,364,215,83,0,132,394,0,0,0,0
3542,r415,All institutions<sup>a</sup> -> Texas Christian U.,All institutions<sup>a</sup>,Texas Christian U.,2,414,211,149,0,62,429,136,85,0,51,283,75,64,0,11
3542,r416,All institutions<sup>a</sup> -> Valdosta State U.,All institutions<sup>a</sup>,Valdosta State U.,2,415,210,80,0,130,367,210,80,0,130,394,0,0,0,0
3542,r417,All institutions<sup>a</sup> -> Manhattan C.,All institutions<sup>a</sup>,Manhattan C.,2,416,207,0,207,0,369,207,0,207,0,394,0,0,0,0
3542,r418,All institutions<sup>a</sup> -> Montana Tech of U. Montana,All institutions<sup>a</sup>,Montana Tech of U. Montana,2,417,206,44,49,113,377,189,27,49,113,366,17,17,0,0
3542,r419,All institutions<sup>a</sup> -> Western New England U.,All institutions<sup>a</sup>,Western New England U.,2,418,200,164,36,0,411,156,120,36,0,319,44,44,0,0
3542,r420,All institutions<sup>a</sup> -> Southeastern Louisiana U.,All institutions<sup>a</sup>,Southeastern Louisiana U.,2,418,200,89,0,111,373,200,89,0,111,394,0,0,0,0
3542,r421,All institutions<sup>a</sup> -> C. of Saint Rose,All institutions<sup>a</sup>,C. of Saint Rose,2,420,198,81,0,117,374,198,81,0,117,394,0,0,0,0
3542,r422,All institutions<sup>a</sup> -> U. Indianapolis,All institutions<sup>a</sup>,U. Indianapolis,2,421,196,152,0,44,376,196,152,0,44,394,0,0,0,0
3542,r423,All institutions<sup>a</sup> -> Citadel Military C. South Carolina,All institutions<sup>a</sup>,Citadel Military C. South Carolina,2,422,189,144,23,22,377,189,144,23,22,394,0,0,0,0
3542,r424,All institutions<sup>a</sup> -> Creighton U.,All institutions<sup>a</sup>,Creighton U.,2,423,186,67,0,119,409,157,38,0,119,344,29,29,0,0
3542,r425,"All institutions<sup>a</sup> -> Richard Stockton C. New Jersey, The",All institutions<sup>a</sup>,"Richard Stockton C. New Jersey, The",2,424,183,120,0,63,382,183,120,0,63,394,0,0,0,0
3542,r426,All institutions<sup>a</sup> -> Chatham U.,All institutions<sup>a</sup>,Chatham U.,2,425,182,182,0,0,383,182,182,0,0,394,0,0,0,0
3542,r427,All institutions<sup>a</sup> -> Youngstown State U.,All institutions<sup>a</sup>,Youngstown State U.,2,426,181,117,64,0,400,164,100,64,0,366,17,17,0,0
3542,r428,All institutions<sup>a</sup> -> Midwestern State U.,All institutions<sup>a</sup>,Midwestern State U.,2,427,178,178,0,0,385,178,178,0,0,394,0,0,0,0
3542,r429,All institutions<sup>a</sup> -> C. Charleston,All institutions<sup>a</sup>,C. Charleston,2,428,177,177,0,0,387,177,177,0,0,394,0,0,0,0
3542,r430,All institutions<sup>a</sup> -> Southern Arkansas U.,All institutions<sup>a</sup>,Southern Arkansas U.,2,428,177,177,0,0,387,177,177,0,0,394,0,0,0,0
3542,r431,All institutions<sup>a</sup> -> U. of Saint Joseph,All institutions<sup>a</sup>,U. of Saint Joseph,2,430,176,176,0,0,389,176,176,0,0,394,0,0,0,0
3542,r432,"All institutions<sup>a</sup> -> California State U., Dominguez Hills",All institutions<sup>a</sup>,"California State U., Dominguez Hills",2,431,172,172,0,0,392,172,172,0,0,394,0,0,0,0
3542,r433,All institutions<sup>a</sup> -> Pacific U.,All institutions<sup>a</sup>,Pacific U.,2,432,171,112,0,59,435,127,68,0,59,319,44,44,0,0
3542,r434,All institutions<sup>a</sup> -> La Salle U.,All institutions<sup>a</sup>,La Salle U.,2,432,171,79,0,92,393,171,79,0,92,394,0,0,0,0
3542,r435,All institutions<sup>a</sup> -> William Paterson U.,All institutions<sup>a</sup>,William Paterson U.,2,434,170,94,0,76,394,170,94,0,76,394,0,0,0,0
3542,r436,"All institutions<sup>a</sup> -> Southern U., New Orleans",All institutions<sup>a</sup>,"Southern U., New Orleans",2,435,169,169,0,0,396,169,169,0,0,394,0,0,0,0
3542,r437,All institutions<sup>a</sup> -> William Carey U.,All institutions<sup>a</sup>,William Carey U.,2,436,168,103,0,65,465,103,103,0,0,296,65,0,0,65
3542,r438,All institutions<sup>a</sup> -> East Stroudsburg U. Pennsylvania,All institutions<sup>a</sup>,East Stroudsburg U. Pennsylvania,2,436,168,41,0,127,415,148,41,0,107,360,20,0,0,20
3542,r439,All institutions<sup>a</sup> -> Clark Atlanta U.,All institutions<sup>a</sup>,Clark Atlanta U.,2,438,167,167,0,0,518,71,71,0,0,271,96,96,0,0
3542,r440,All institutions<sup>a</sup> -> Texas Southern U.,All institutions<sup>a</sup>,Texas Southern U.,2,439,166,152,0,14,433,131,128,0,3,328,35,24,0,11
3542,r441,All institutions<sup>a</sup> -> U. Houston-Victoria,All institutions<sup>a</sup>,U. Houston-Victoria,2,439,166,166,0,0,397,166,166,0,0,394,0,0,0,0
3542,r442,All institutions<sup>a</sup> -> Robert Morris U.,All institutions<sup>a</sup>,Robert Morris U.,2,441,165,165,0,0,438,126,126,0,0,324,39,39,0,0
3542,r443,All institutions<sup>a</sup> -> Slippery Rock U. Pennsylvania,All institutions<sup>a</sup>,Slippery Rock U. Pennsylvania,2,441,165,118,0,47,398,165,118,0,47,394,0,0,0,0
3542,r444,All institutions<sup>a</sup> -> U. La Verne,All institutions<sup>a</sup>,U. La Verne,2,443,163,163,0,0,402,163,163,0,0,394,0,0,0,0
3542,r445,All institutions<sup>a</sup> -> Meharry Medical C.,All institutions<sup>a</sup>,Meharry Medical C.,2,444,162,125,0,37,435,127,90,0,37,328,35,35,0,0
3542,r446,All institutions<sup>a</sup> -> Eastern U.,All institutions<sup>a</sup>,Eastern U.,2,444,162,162,0,0,403,162,162,0,0,394,0,0,0,0
3542,r447,All institutions<sup>a</sup> -> Loyola Marymount U.,All institutions<sup>a</sup>,Loyola Marymount U.,2,446,160,50,97,13,404,160,50,97,13,394,0,0,0,0
3542,r448,All institutions<sup>a</sup> -> Arcadia U.,All institutions<sup>a</sup>,Arcadia U.,2,447,158,123,0,35,406,158,123,0,35,394,0,0,0,0
3542,r449,All institutions<sup>a</sup> -> Western Carolina U.,All institutions<sup>a</sup>,Western Carolina U.,2,448,154,91,0,63,413,154,91,0,63,394,0,0,0,0
3542,r450,All institutions<sup>a</sup> -> Avila U.,All institutions<sup>a</sup>,Avila U.,2,449,151,151,0,0,414,151,151,0,0,394,0,0,0,0
3542,r451,All institutions<sup>a</sup> -> Norfolk State U.,All institutions<sup>a</sup>,Norfolk State U.,2,450,149,123,26,0,448,117,91,26,0,333,32,32,0,0
3542,r452,All institutions<sup>a</sup> -> Winston-Salem State U.,All institutions<sup>a</sup>,Winston-Salem State U.,2,451,148,9,0,139,639,9,9,0,0,251,139,0,0,139
3542,r453,All institutions<sup>a</sup> -> Radford U.,All institutions<sup>a</sup>,Radford U.,2,452,147,75,0,72,416,147,75,0,72,394,0,0,0,0
3542,r454,All institutions<sup>a</sup> -> Fort Hays State U.,All institutions<sup>a</sup>,Fort Hays State U.,2,453,146,117,0,29,417,146,117,0,29,394,0,0,0,0
3542,r455,All institutions<sup>a</sup> -> Iona C.,All institutions<sup>a</sup>,Iona C.,2,453,146,100,0,46,417,146,100,0,46,394,0,0,0,0
3542,r456,All institutions<sup>a</sup> -> Worcester State U.,All institutions<sup>a</sup>,Worcester State U.,2,453,146,60,0,86,417,146,60,0,86,394,0,0,0,0
3542,r457,All institutions<sup>a</sup> -> U. of the District of Columbia,All institutions<sup>a</sup>,U. of the District of Columbia,2,456,145,100,12,33,432,134,89,12,33,376,11,11,0,0
3542,r458,All institutions<sup>a</sup> -> Wayland Baptist U.,All institutions<sup>a</sup>,Wayland Baptist U.,2,456,145,145,0,0,420,145,145,0,0,394,0,0,0,0
3542,r459,All institutions<sup>a</sup> -> Hampton U.,All institutions<sup>a</sup>,Hampton U.,2,458,143,97,0,46,453,112,78,0,34,338,31,19,0,12
