table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_cpsc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
10399,r166,"All states and outlying areas -> Connecticut -> Trinity C., Hartford",All states and outlying areas,Connecticut,"Trinity C., Hartford",3,1060,0,0,0,0,0,0,0,0,0,0,0
10399,r167,All states and outlying areas -> Connecticut -> U. Bridgeport,All states and outlying areas,Connecticut,U. Bridgeport,3,19,0,0,0,0,0,0,0,0,0,0,0
10399,r168,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,158097,0,0,0,0,4771,18313,16697,1616,0,6396,125
10399,r169,All states and outlying areas -> Connecticut -> U. Hartford,All states and outlying areas,Connecticut,U. Hartford,3,4,0,0,0,0,0,4,4,0,0,0,0
10399,r170,All states and outlying areas -> Connecticut -> U. New Haven,All states and outlying areas,Connecticut,U. New Haven,3,774,0,0,0,0,0,0,0,0,0,0,0
10399,r171,All states and outlying areas -> Connecticut -> Wesleyan U.,All states and outlying areas,Connecticut,Wesleyan U.,3,3845,0,0,0,0,243,171,171,0,0,0,25
10399,r172,All states and outlying areas -> Connecticut -> Yale U.,All states and outlying areas,Connecticut,Yale U.,3,596130,2000,0,0,134,119,39774,14503,25272,0,9475,250
10399,r173,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,236411,0,0,0,0,95999,24185,15010,8626,549,20260,952
10399,r174,All states and outlying areas -> Delaware -> Delaware State U.,All states and outlying areas,Delaware,Delaware State U.,3,22594,0,0,0,0,0,3675,3675,0,0,9673,0
10399,r175,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,213817,0,0,0,0,95999,20510,11335,8626,549,10587,952
10399,r176,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,394755,0,0,0,3277,204,36995,29666,7320,9,2498,49
10399,r177,All states and outlying areas -> District of Columbia -> American U.,All states and outlying areas,District of Columbia,American U.,3,15600,0,0,0,0,46,75,75,0,0,0,0
10399,r178,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,127634,0,0,0,0,0,0,0,0,0,0,0
10399,r179,"All states and outlying areas -> District of Columbia -> Catholic U. America, The",All states and outlying areas,District of Columbia,"Catholic U. America, The",3,21813,0,0,0,0,0,80,80,0,0,6,0
10399,r180,All states and outlying areas -> District of Columbia -> Consortium for Ocean Leadership,All states and outlying areas,District of Columbia,Consortium for Ocean Leadership,3,1261,0,0,0,0,0,0,0,0,0,0,20
10399,r181,All states and outlying areas -> District of Columbia -> Consortium of Universities of the Washington Metropolitan Area,All states and outlying areas,District of Columbia,Consortium of Universities of the Washington Metropolitan Area,3,11122,0,0,0,0,0,11122,11122,0,0,0,0
10399,r182,All states and outlying areas -> District of Columbia -> Gallaudet U.,All states and outlying areas,District of Columbia,Gallaudet U.,3,8131,0,0,0,0,0,0,0,0,0,0,0
10399,r183,"All states and outlying areas -> District of Columbia -> George Washington U., The",All states and outlying areas,District of Columbia,"George Washington U., The",3,109926,0,0,0,3277,158,4748,4427,312,9,1867,0
10399,r184,All states and outlying areas -> District of Columbia -> Georgetown U.,All states and outlying areas,District of Columbia,Georgetown U.,3,65123,0,0,0,0,0,7940,1059,6881,0,0,0
10399,r185,All states and outlying areas -> District of Columbia -> Graduate School USA,All states and outlying areas,District of Columbia,Graduate School USA,3,20,0,0,0,0,0,0,0,0,0,20,0
10399,r186,All states and outlying areas -> District of Columbia -> Howard U.,All states and outlying areas,District of Columbia,Howard U.,3,29811,0,0,0,0,0,11545,11418,127,0,605,29
10399,r187,All states and outlying areas -> District of Columbia -> National Defense U.,All states and outlying areas,District of Columbia,National Defense U.,3,671,0,0,0,0,0,671,671,0,0,0,0
10399,r188,All states and outlying areas -> District of Columbia -> Southeastern Universities Research Association,All states and outlying areas,District of Columbia,Southeastern Universities Research Association,3,13,0,0,0,0,0,0,0,0,0,0,0
10399,r189,All states and outlying areas -> District of Columbia -> U. District of Columbia,All states and outlying areas,District of Columbia,U. District of Columbia,3,3516,0,0,0,0,0,814,814,0,0,0,0
10399,r190,All states and outlying areas -> District of Columbia -> Universities Research Association,All states and outlying areas,District of Columbia,Universities Research Association,3,113,0,0,0,0,0,0,0,0,0,0,0
10399,r191,All states and outlying areas -> Florida,All states and outlying areas,Florida,,2,1023546,0,0,0,348,20573,104158,77519,26611,27,42791,6130
10399,r192,All states and outlying areas -> Florida -> Bethune-Cookman U.,All states and outlying areas,Florida,Bethune-Cookman U.,3,286,0,0,0,0,0,0,0,0,0,0,0
10399,r193,All states and outlying areas -> Florida -> Edward Waters U.,All states and outlying areas,Florida,Edward Waters U.,3,75,0,0,0,0,0,0,0,0,0,0,0
10399,r194,All states and outlying areas -> Florida -> Embry-Riddle Aeronautical U.,All states and outlying areas,Florida,Embry-Riddle Aeronautical U.,3,11097,0,0,0,0,0,5812,5812,0,0,0,0
10399,r195,All states and outlying areas -> Florida -> Florida A&M U.,All states and outlying areas,Florida,Florida A&M U.,3,16593,0,0,0,0,0,207,207,0,0,0,0
10399,r196,All states and outlying areas -> Florida -> Florida Atlantic U.,All states and outlying areas,Florida,Florida Atlantic U.,3,22059,0,0,0,0,59,4574,2979,1595,0,112,391
10399,r197,All states and outlying areas -> Florida -> Florida Gulf Coast U.,All states and outlying areas,Florida,Florida Gulf Coast U.,3,931,0,0,0,0,0,0,0,0,0,0,0
10399,r198,All states and outlying areas -> Florida -> Florida Institute of Technology,All states and outlying areas,Florida,Florida Institute of Technology,3,4775,0,0,0,0,0,1502,1502,0,0,320,0
10399,r199,All states and outlying areas -> Florida -> Florida International U.,All states and outlying areas,Florida,Florida International U.,3,60456,0,0,0,0,1236,4975,4975,0,0,1720,978
10399,r200,All states and outlying areas -> Florida -> Florida Polytechnic U.,All states and outlying areas,Florida,Florida Polytechnic U.,3,174,0,0,0,0,0,0,0,0,0,0,0
10399,r201,All states and outlying areas -> Florida -> Florida State C. at Jacksonville,All states and outlying areas,Florida,Florida State C. at Jacksonville,3,193,0,0,0,0,0,0,0,0,0,0,0
10399,r202,All states and outlying areas -> Florida -> Florida State U.,All states and outlying areas,Florida,Florida State U.,3,108386,0,0,0,0,850,14415,11895,2520,0,12252,167
10399,r203,All states and outlying areas -> Florida -> Florida Technical C.,All states and outlying areas,Florida,Florida Technical C.,3,1434,0,0,0,0,0,0,0,0,0,0,0
10399,r204,All states and outlying areas -> Florida -> Gulf Coast State C.,All states and outlying areas,Florida,Gulf Coast State C.,3,26,0,0,0,0,0,0,0,0,0,0,0
10399,r205,All states and outlying areas -> Florida -> Indian River State C.,All states and outlying areas,Florida,Indian River State C.,3,281,0,0,0,0,0,0,0,0,0,0,0
10399,r206,All states and outlying areas -> Florida -> Jacksonville U.,All states and outlying areas,Florida,Jacksonville U.,3,236,0,0,0,0,0,0,0,0,0,0,0
10399,r207,All states and outlying areas -> Florida -> Miami Dade C.,All states and outlying areas,Florida,Miami Dade C.,3,1146,0,0,0,0,0,0,0,0,0,0,0
10399,r208,All states and outlying areas -> Florida -> Nova Southeastern U.,All states and outlying areas,Florida,Nova Southeastern U.,3,7850,0,0,0,0,738,2957,275,2678,4,0,927
10399,r209,All states and outlying areas -> Florida -> Rollins C.,All states and outlying areas,Florida,Rollins C.,3,391,0,0,0,0,0,0,0,0,0,0,0
10399,r210,All states and outlying areas -> Florida -> Stetson U.,All states and outlying areas,Florida,Stetson U.,3,342,0,0,0,0,0,0,0,0,0,0,0
10399,r211,All states and outlying areas -> Florida -> U. Central Florida,All states and outlying areas,Florida,U. Central Florida,3,115220,0,0,0,348,0,13740,13740,0,0,11003,3223
10399,r212,All states and outlying areas -> Florida -> U. Florida,All states and outlying areas,Florida,U. Florida,3,319865,0,0,0,0,6295,26087,22064,4000,23,10699,201
10399,r213,All states and outlying areas -> Florida -> U. Miami,All states and outlying areas,Florida,U. Miami,3,221285,0,0,0,0,9211,21656,8793,12863,0,808,243
10399,r214,All states and outlying areas -> Florida -> U. North Florida,All states and outlying areas,Florida,U. North Florida,3,670,0,0,0,0,42,0,0,0,0,0,0
10399,r215,"All states and outlying areas -> Florida -> U. South Florida, Tampa",All states and outlying areas,Florida,"U. South Florida, Tampa",3,127839,0,0,0,0,2142,8232,5276,2956,0,5877,0
10399,r216,"All states and outlying areas -> Florida -> U. Tampa, The",All states and outlying areas,Florida,"U. Tampa, The",3,178,0,0,0,0,0,0,0,0,0,0,0
10399,r217,All states and outlying areas -> Florida -> U. West Florida,All states and outlying areas,Florida,U. West Florida,3,630,0,0,0,0,0,0,0,0,0,0,0
10399,r218,All states and outlying areas -> Florida -> Valencia C.,All states and outlying areas,Florida,Valencia C.,3,1129,0,0,0,0,0,0,0,0,0,0,0
10399,r219,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,,2,1149906,0,0,0,140,3942,214341,134559,27913,51869,28979,664
10399,r220,All states and outlying areas -> Georgia -> Albany State U.,All states and outlying areas,Georgia,Albany State U.,3,110,0,0,0,0,0,0,0,0,0,0,0
10399,r221,All states and outlying areas -> Georgia -> Augusta U.,All states and outlying areas,Georgia,Augusta U.,3,59525,0,0,0,0,0,4205,0,4205,0,0,0
10399,r222,All states and outlying areas -> Georgia -> Berry C.,All states and outlying areas,Georgia,Berry C.,3,246,0,0,0,0,0,0,0,0,0,0,0
10399,r223,All states and outlying areas -> Georgia -> Clark Atlanta U.,All states and outlying areas,Georgia,Clark Atlanta U.,3,5711,0,0,0,0,0,700,700,0,0,920,0
10399,r224,All states and outlying areas -> Georgia -> Dalton State C.,All states and outlying areas,Georgia,Dalton State C.,3,13,0,0,0,0,0,0,0,0,0,0,0
10399,r225,All states and outlying areas -> Georgia -> Emory U.,All states and outlying areas,Georgia,Emory U.,3,486646,0,0,0,0,0,5445,3593,1852,0,1700,0
10399,r226,All states and outlying areas -> Georgia -> Fort Valley State U.,All states and outlying areas,Georgia,Fort Valley State U.,3,5147,0,0,0,0,0,0,0,0,0,0,0
10399,r227,All states and outlying areas -> Georgia -> Georgia C. and State U.,All states and outlying areas,Georgia,Georgia C. and State U.,3,385,0,0,0,0,0,0,0,0,0,0,0
10399,r228,All states and outlying areas -> Georgia -> Georgia Gwinnett C.,All states and outlying areas,Georgia,Georgia Gwinnett C.,3,249,0,0,0,0,0,0,0,0,0,0,0
10399,r229,All states and outlying areas -> Georgia -> Georgia Institute of Technology,All states and outlying areas,Georgia,Georgia Institute of Technology,3,345516,0,0,0,0,370,198455,126854,20673,50928,19207,249
10399,r230,All states and outlying areas -> Georgia -> Georgia Southern U.,All states and outlying areas,Georgia,Georgia Southern U.,3,164,0,0,0,0,0,0,0,0,0,0,0
10399,r231,All states and outlying areas -> Georgia -> Georgia State U.,All states and outlying areas,Georgia,Georgia State U.,3,65873,0,0,0,140,0,2724,2724,0,0,199,25
10399,r232,All states and outlying areas -> Georgia -> Kennesaw State U.,All states and outlying areas,Georgia,Kennesaw State U.,3,4053,0,0,0,0,0,0,0,0,0,315,0
10399,r233,All states and outlying areas -> Georgia -> Mercer U.,All states and outlying areas,Georgia,Mercer U.,3,2455,0,0,0,0,0,1285,344,0,941,0,0
10399,r234,All states and outlying areas -> Georgia -> Morehouse C.,All states and outlying areas,Georgia,Morehouse C.,3,4740,0,0,0,0,0,0,0,0,0,0,0
10399,r235,All states and outlying areas -> Georgia -> Morehouse School of Medicine,All states and outlying areas,Georgia,Morehouse School of Medicine,3,20010,0,0,0,0,0,0,0,0,0,0,0
10399,r236,All states and outlying areas -> Georgia -> Savannah State U.,All states and outlying areas,Georgia,Savannah State U.,3,957,0,0,0,0,0,12,12,0,0,0,0
10399,r237,All states and outlying areas -> Georgia -> Spelman C.,All states and outlying areas,Georgia,Spelman C.,3,2886,0,0,0,0,0,0,0,0,0,0,0
10399,r238,All states and outlying areas -> Georgia -> U. Georgia,All states and outlying areas,Georgia,U. Georgia,3,144465,0,0,0,0,3573,1515,332,1183,0,6638,390
10399,r239,All states and outlying areas -> Georgia -> U. North Georgia,All states and outlying areas,Georgia,U. North Georgia,3,333,0,0,0,0,0,0,0,0,0,0,0
10399,r240,All states and outlying areas -> Georgia -> U. System Georgia,All states and outlying areas,Georgia,U. System Georgia,3,59,0,0,0,0,0,0,0,0,0,0,0
10399,r241,All states and outlying areas -> Georgia -> U. West Georgia,All states and outlying areas,Georgia,U. West Georgia,3,288,0,0,0,0,0,0,0,0,0,0,0
10399,r242,All states and outlying areas -> Georgia -> Valdosta State U.,All states and outlying areas,Georgia,Valdosta State U.,3,75,0,0,0,0,0,0,0,0,0,0,0
10399,r243,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,,2,171432,0,0,0,0,390,44038,34678,1950,7410,1508,0
10399,r244,All states and outlying areas -> Hawaii -> Hawai'i Pacific U.,All states and outlying areas,Hawaii,Hawai'i Pacific U.,3,1074,0,0,0,0,388,0,0,0,0,0,0
10399,r245,"All states and outlying areas -> Hawaii -> U. Hawaii, Hilo",All states and outlying areas,Hawaii,"U. Hawaii, Hilo",3,694,0,0,0,0,0,0,0,0,0,0,0
10399,r246,"All states and outlying areas -> Hawaii -> U. Hawaii, Manoa",All states and outlying areas,Hawaii,"U. Hawaii, Manoa",3,115616,0,0,0,0,0,1505,600,905,0,0,0
10399,r247,"All states and outlying areas -> Hawaii -> U. Hawaii, System Office",All states and outlying areas,Hawaii,"U. Hawaii, System Office",3,54048,0,0,0,0,2,42533,34078,1045,7410,1508,0
10399,r248,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,,2,61363,0,0,0,0,0,690,690,0,0,7327,665
10399,r249,All states and outlying areas -> Idaho -> Boise State U.,All states and outlying areas,Idaho,Boise State U.,3,24841,0,0,0,0,0,590,590,0,0,6265,104
10399,r250,"All states and outlying areas -> Idaho -> C. Idaho, The",All states and outlying areas,Idaho,"C. Idaho, The",3,1274,0,0,0,0,0,0,0,0,0,0,0
10399,r251,All states and outlying areas -> Idaho -> Idaho State U.,All states and outlying areas,Idaho,Idaho State U.,3,867,0,0,0,0,0,0,0,0,0,0,0
10399,r252,All states and outlying areas -> Idaho -> U. Idaho,All states and outlying areas,Idaho,U. Idaho,3,34381,0,0,0,0,0,100,100,0,0,1062,561
