table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
7571,r377, Visual and performing arts -> From top 20 institutions -> Columbia U. in the City of New York, Visual and performing arts,From top 20 institutions,Columbia U. in the City of New York,3,4,25,13,12
7571,r378," Visual and performing arts -> From top 20 institutions -> U. California, Los Angeles", Visual and performing arts,From top 20 institutions,"U. California, Los Angeles",3,4,25,13,12
7571,r379, Visual and performing arts -> From top 20 institutions -> U. Colorado Boulder, Visual and performing arts,From top 20 institutions,U. Colorado Boulder,3,6,22,15,7
7571,r380, Visual and performing arts -> From top 20 institutions -> New York U., Visual and performing arts,From top 20 institutions,New York U.,3,7,20,4,16
7571,r381, Visual and performing arts -> From top 20 institutions -> U. Chicago, Visual and performing arts,From top 20 institutions,U. Chicago,3,8,19,10,9
7571,r382," Visual and performing arts -> From top 20 institutions -> U. California, Berkeley", Visual and performing arts,From top 20 institutions,"U. California, Berkeley",3,9,18,8,10
7571,r383," Visual and performing arts -> From top 20 institutions -> U. Pittsburgh, Pittsburgh", Visual and performing arts,From top 20 institutions,"U. Pittsburgh, Pittsburgh",3,9,18,6,12
7571,r384, Visual and performing arts -> From top 20 institutions -> Harvard U., Visual and performing arts,From top 20 institutions,Harvard U.,3,11,16,6,10
7571,r385," Visual and performing arts -> From top 20 institutions -> Ohio State U., Columbus", Visual and performing arts,From top 20 institutions,"Ohio State U., Columbus",3,11,16,7,9
7571,r386, Visual and performing arts -> From top 20 institutions -> West Virginia U., Visual and performing arts,From top 20 institutions,West Virginia U.,3,11,16,10,6
7571,r387, Visual and performing arts -> From top 20 institutions -> Florida State U., Visual and performing arts,From top 20 institutions,Florida State U.,3,14,15,1,14
7571,r388, Visual and performing arts -> From top 20 institutions -> U. Rochester, Visual and performing arts,From top 20 institutions,U. Rochester,3,14,15,7,8
7571,r389," Visual and performing arts -> From top 20 institutions -> U. Texas, Austin", Visual and performing arts,From top 20 institutions,"U. Texas, Austin",3,14,15,5,10
7571,r390," Visual and performing arts -> From top 20 institutions -> U. California, Santa Barbara", Visual and performing arts,From top 20 institutions,"U. California, Santa Barbara",3,17,14,2,12
7571,r391, Visual and performing arts -> From top 20 institutions -> Yale U., Visual and performing arts,From top 20 institutions,Yale U.,3,17,14,8,6
7571,r392, Visual and performing arts -> From top 20 institutions -> Texas Tech U., Visual and performing arts,From top 20 institutions,Texas Tech U.,3,19,13,4,9
7571,r393, Visual and performing arts -> From top 20 institutions -> U. Memphis, Visual and performing arts,From top 20 institutions,U. Memphis,3,19,13,8,5
7571,r394, Other non-science and engineering, Other non-science and engineering,,,1,-,1996,839,1157
7571,r395, Other non-science and engineering -> From top 20 institutions, Other non-science and engineering,From top 20 institutions,,2,-,720,293,427
7571,r396, Other non-science and engineering -> From top 20 institutions -> Walden U., Other non-science and engineering,From top 20 institutions,Walden U.,3,1,116,39,77
7571,r397," Other non-science and engineering -> From top 20 institutions -> Ohio State U., Columbus", Other non-science and engineering,From top 20 institutions,"Ohio State U., Columbus",3,2,39,17,22
7571,r398, Other non-science and engineering -> From top 20 institutions -> U. Florida, Other non-science and engineering,From top 20 institutions,U. Florida,3,2,39,16,23
7571,r399, Other non-science and engineering -> From top 20 institutions -> Harvard U., Other non-science and engineering,From top 20 institutions,Harvard U.,3,4,34,17,17
7571,r400, Other non-science and engineering -> From top 20 institutions -> U. Georgia, Other non-science and engineering,From top 20 institutions,U. Georgia,3,4,34,10,24
7571,r401," Other non-science and engineering -> From top 20 institutions -> U. Texas, Austin", Other non-science and engineering,From top 20 institutions,"U. Texas, Austin",3,6,33,10,23
7571,r402, Other non-science and engineering -> From top 20 institutions -> Columbia U. in the City of New York, Other non-science and engineering,From top 20 institutions,Columbia U. in the City of New York,3,7,32,11,21
7571,r403," Other non-science and engineering -> From top 20 institutions -> U. Michigan, Ann Arbor", Other non-science and engineering,From top 20 institutions,"U. Michigan, Ann Arbor",3,7,32,13,19
7571,r404," Other non-science and engineering -> From top 20 institutions -> U. California, Berkeley", Other non-science and engineering,From top 20 institutions,"U. California, Berkeley",3,9,30,15,15
7571,r405, Other non-science and engineering -> From top 20 institutions -> U. Southern California, Other non-science and engineering,From top 20 institutions,U. Southern California,3,9,30,12,18
7571,r406, Other non-science and engineering -> From top 20 institutions -> Michigan State U., Other non-science and engineering,From top 20 institutions,Michigan State U.,3,11,28,15,13
7571,r407, Other non-science and engineering -> From top 20 institutions -> U. Pennsylvania, Other non-science and engineering,From top 20 institutions,U. Pennsylvania,3,11,28,11,17
7571,r408, Other non-science and engineering -> From top 20 institutions -> Florida State U., Other non-science and engineering,From top 20 institutions,Florida State U.,3,13,27,13,14
7571,r409," Other non-science and engineering -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Other non-science and engineering,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,13,27,11,16
7571,r410, Other non-science and engineering -> From top 20 institutions -> Arizona State U., Other non-science and engineering,From top 20 institutions,Arizona State U.,3,15,26,13,13
7571,r411, Other non-science and engineering -> From top 20 institutions -> North Carolina State U., Other non-science and engineering,From top 20 institutions,North Carolina State U.,3,15,26,9,17
7571,r412," Other non-science and engineering -> From top 20 institutions -> U. North Carolina, Chapel Hill", Other non-science and engineering,From top 20 institutions,"U. North Carolina, Chapel Hill",3,17,25,11,14
7571,r413, Other non-science and engineering -> From top 20 institutions -> Texas Tech U., Other non-science and engineering,From top 20 institutions,Texas Tech U.,3,18,24,11,13
7571,r414," Other non-science and engineering -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Other non-science and engineering,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,18,24,11,13
7571,r415, Other non-science and engineering -> From top 20 institutions -> Pennsylvania State U., Other non-science and engineering,From top 20 institutions,Pennsylvania State U.,3,20,22,11,11
7571,r416," Other non-science and engineering -> From top 20 institutions -> U. California, Los Angeles", Other non-science and engineering,From top 20 institutions,"U. California, Los Angeles",3,20,22,11,11
7571,r417, Other non-science and engineering -> From top 20 institutions -> U. Kentucky, Other non-science and engineering,From top 20 institutions,U. Kentucky,3,20,22,6,16
